,gid,geometry,value_소방서,value_경찰서,value_병원,value_보건기관,value_응급의료시설,value_의원
3563,라사37b91a,"POLYGON ((1037500 1991000, 1037500 1991500, 1038000 1991500, 1038000 1991000, 1037500 1991000))",39.695,14.7,23.459,3.35,38.813,38.686
3564,라사37b91b,"POLYGON ((1037500 1991500, 1037500 1992000, 1038000 1992000, 1038000 1991500, 1037500 1991500))",43.134,20.61,29.37,9.26,43.835,42.125
3565,라사37b92a,"POLYGON ((1037500 1992000, 1037500 1992500, 1038000 1992500, 1038000 1992000, 1037500 1992000))",43.12,20.596,29.356,9.246,43.82,42.111
3566,라사37b92b,"POLYGON ((1037500 1992500, 1037500 1993000, 1038000 1993000, 1038000 1992500, 1037500 1992500))",43.436,20.913,29.672,9.563,44.137,42.427
3567,라사37b93a,"POLYGON ((1037500 1993000, 1037500 1993500, 1038000 1993500, 1038000 1993000, 1037500 1993000))",45.217,15.293,24.052,3.943,39.406,47.145
3568,라사37b93b,"POLYGON ((1037500 1993500, 1037500 1994000, 1038000 1994000, 1038000 1993500, 1037500 1993500))",45.241,15.318,24.077,3.968,39.43,47.169
3569,라사37b94a,"POLYGON ((1037500 1994000, 1037500 1994500, 1038000 1994500, 1038000 1994000, 1037500 1994000))",45.464,15.54,24.299,4.19,39.652,50.534
3570,라사37b94b,"POLYGON ((1037500 1994500, 1037500 1995000, 1038000 1995000, 1038000 1994500, 1037500 1994500))",45.662,15.738,24.498,4.388,39.85,50.732
3571,라사37b95a,"POLYGON ((1037500 1995000, 1037500 1995500, 1038000 1995500, 1038000 1995000, 1037500 1995000))",26.65,21.553,27.295,6.664,27.295,27.363
3572,라사37b95b,"POLYGON ((1037500 1995500, 1037500 1996000, 1038000 1996000, 1038000 1995500, 1037500 1995500))",26.22,21.123,26.866,6.234,26.866,26.933
3573,라사37b96a,"POLYGON ((1037500 1996000, 1037500 1996500, 1038000 1996500, 1038000 1996000, 1037500 1996000))",25.85,20.753,26.495,5.864,26.495,26.563
3574,라사37b96b,"POLYGON ((1037500 1996500, 1037500 1997000, 1038000 1997000, 1038000 1996500, 1037500 1996500))",26.161,21.064,26.806,6.175,26.806,26.874
3575,라사37b97a,"POLYGON ((1037500 1997000, 1037500 1997500, 1038000 1997500, 1038000 1997000, 1037500 1997000))",25.994,20.897,26.64,6.008,26.64,26.708
3576,라사37b97b,"POLYGON ((1037500 1997500, 1037500 1998000, 1038000 1998000, 1038000 1997500, 1037500 1997500))",26.16,21.063,26.806,6.174,26.806,26.874
3577,라사37b98a,"POLYGON ((1037500 1998000, 1037500 1998500, 1038000 1998500, 1038000 1998000, 1037500 1998000))",26.311,21.214,26.956,6.325,26.956,27.024
3578,라사37b98b,"POLYGON ((1037500 1998500, 1037500 1999000, 1038000 1999000, 1038000 1998500, 1037500 1998500))",26.714,21.617,27.36,6.728,27.36,27.427
3579,라사37b99a,"POLYGON ((1037500 1999000, 1037500 1999500, 1038000 1999500, 1038000 1999000, 1037500 1999000))",19.567,17.592,20.212,12.574,20.212,20.279
3580,라사37b99b,"POLYGON ((1037500 1999500, 1037500 2000000, 1038000 2000000, 1038000 1999500, 1037500 1999500))",18.997,17.298,19.642,12.28,19.642,19.709
3581,라사38a81a,"POLYGON ((1038000 1981000, 1038000 1981500, 1038500 1981500, 1038500 1981000, 1038000 1981000))",31.284,11.954,15.873,16.486,31.557,31.505
3582,라사38a81b,"POLYGON ((1038000 1981500, 1038000 1982000, 1038500 1982000, 1038500 1981500, 1038000 1981500))",31.827,12.497,16.416,17.029,32.099,32.048
3583,라사38a82a,"POLYGON ((1038000 1982000, 1038000 1982500, 1038500 1982500, 1038500 1982000, 1038000 1982000))",32.38,13.05,16.969,17.582,32.652,35.737
3584,라사38a82b,"POLYGON ((1038000 1982500, 1038000 1983000, 1038500 1983000, 1038500 1982500, 1038000 1982500))",32.984,13.654,17.573,18.186,33.257,36.342
3585,라사38a83a,"POLYGON ((1038000 1983000, 1038000 1983500, 1038500 1983500, 1038500 1983000, 1038000 1983000))",34.89,15.559,19.479,20.091,35.161,38.247
3586,라사38a83b,"POLYGON ((1038000 1983500, 1038000 1984000, 1038500 1984000, 1038500 1983500, 1038000 1983500))",35.276,15.945,19.865,20.478,35.548,38.633
3587,라사38a84a,"POLYGON ((1038000 1984000, 1038000 1984500, 1038500 1984500, 1038500 1984000, 1038000 1984000))",36.742,15.981,19.901,20.513,35.584,38.669
3588,라사38a84b,"POLYGON ((1038000 1984500, 1038000 1985000, 1038500 1985000, 1038500 1984500, 1038000 1984500))",37.396,16.636,20.555,21.168,36.239,39.324
3589,라사38a85a,"POLYGON ((1038000 1985000, 1038000 1985500, 1038500 1985500, 1038500 1985000, 1038000 1985000))",37.982,17.222,21.141,21.754,36.825,39.91
3590,라사38a85b,"POLYGON ((1038000 1985500, 1038000 1986000, 1038500 1986000, 1038500 1985500, 1038000 1985500))",39.138,18.378,22.297,22.91,37.981,38.13
3591,라사38a86a,"POLYGON ((1038000 1986000, 1038000 1986500, 1038500 1986500, 1038500 1986000, 1038000 1986000))",39.376,18.617,22.535,23.149,38.219,38.369
3592,라사38a86b,"POLYGON ((1038000 1986500, 1038000 1987000, 1038500 1987000, 1038500 1986500, 1038000 1986500))",39.753,18.993,22.912,23.525,38.595,38.743
3593,라사38a87a,"POLYGON ((1038000 1987000, 1038000 1987500, 1038500 1987500, 1038500 1987000, 1038000 1987000))",41.488,17.808,26.567,6.458,41.921,40.477
3594,라사38a87b,"POLYGON ((1038000 1987500, 1038000 1988000, 1038500 1988000, 1038500 1987500, 1038000 1987500))",41.03,17.35,26.109,6.0,41.462,40.019
3595,라사38a88a,"POLYGON ((1038000 1988000, 1038000 1988500, 1038500 1988500, 1038500 1988000, 1038000 1988000))",40.635,16.956,25.715,5.606,41.068,39.625
3596,라사38a88b,"POLYGON ((1038000 1988500, 1038000 1989000, 1038500 1989000, 1038500 1988500, 1038000 1988500))",39.923,16.244,25.003,4.893,40.356,38.912
3597,라사38a89a,"POLYGON ((1038000 1989000, 1038000 1989500, 1038500 1989500, 1038500 1989000, 1038000 1989000))",39.439,15.76,24.519,4.41,39.872,38.429
3598,라사38a89b,"POLYGON ((1038000 1989500, 1038000 1990000, 1038500 1990000, 1038500 1989500, 1038000 1989500))",39.035,15.355,24.114,4.005,39.468,38.025
3599,라사38a90a,"POLYGON ((1038000 1990000, 1038000 1990500, 1038500 1990500, 1038500 1990000, 1038000 1990000))",38.91,15.231,23.99,3.88,39.344,37.9
3600,라사38a90b,"POLYGON ((1038000 1990500, 1038000 1991000, 1038500 1991000, 1038500 1990500, 1038000 1990500))",39.53,13.627,22.386,2.277,37.739,38.521
3601,라사38a91a,"POLYGON ((1038000 1991000, 1038000 1991500, 1038500 1991500, 1038500 1991000, 1038000 1991000))",40.147,13.474,22.233,2.124,37.587,39.138
3602,라사38a91b,"POLYGON ((1038000 1991500, 1038000 1992000, 1038500 1992000, 1038500 1991500, 1038000 1991500))",41.469,12.972,21.731,1.621,37.084,40.46
3603,라사38a92a,"POLYGON ((1038000 1992000, 1038000 1992500, 1038500 1992500, 1038500 1992000, 1038000 1992000))",43.164,13.241,22.0,1.89,37.353,45.092
3604,라사38a92b,"POLYGON ((1038000 1992500, 1038000 1993000, 1038500 1993000, 1038500 1992500, 1038000 1992500))",43.487,13.564,22.323,2.214,37.676,45.415
3605,라사38a93a,"POLYGON ((1038000 1993000, 1038000 1993500, 1038500 1993500, 1038500 1993000, 1038000 1993000))",44.731,14.807,23.566,3.457,38.919,46.658
3606,라사38a93b,"POLYGON ((1038000 1993500, 1038000 1994000, 1038500 1994000, 1038500 1993500, 1038000 1993500))",44.773,14.85,23.609,3.499,38.962,46.701
3607,라사38a94a,"POLYGON ((1038000 1994000, 1038000 1994500, 1038500 1994500, 1038500 1994000, 1038000 1994000))",44.959,15.035,23.795,3.685,39.147,50.029
3608,라사38a94b,"POLYGON ((1038000 1994500, 1038000 1995000, 1038500 1995000, 1038500 1994500, 1038000 1994500))",45.319,15.395,24.154,4.045,39.507,50.389
3609,라사38a95a,"POLYGON ((1038000 1995000, 1038000 1995500, 1038500 1995500, 1038500 1995000, 1038000 1995000))",45.748,15.825,24.584,4.474,39.936,50.818
3610,라사38a95b,"POLYGON ((1038000 1995500, 1038000 1996000, 1038500 1996000, 1038500 1995500, 1038000 1995500))",26.556,21.459,27.202,6.57,27.202,27.269
3611,라사38a96a,"POLYGON ((1038000 1996000, 1038000 1996500, 1038500 1996500, 1038500 1996000, 1038000 1996000))",26.864,21.767,27.51,6.878,27.51,27.578
3612,라사38a96b,"POLYGON ((1038000 1996500, 1038000 1997000, 1038500 1997000, 1038500 1996500, 1038000 1996500))",26.597,21.5,27.243,6.611,27.243,27.31
3613,라사38a97a,"POLYGON ((1038000 1997000, 1038000 1997500, 1038500 1997500, 1038500 1997000, 1038000 1997000))",26.495,21.397,27.14,6.508,27.14,27.208
3614,라사38a97b,"POLYGON ((1038000 1997500, 1038000 1998000, 1038500 1998000, 1038500 1997500, 1038000 1997500))",26.597,21.5,27.242,6.611,27.242,27.31
3615,라사38a98a,"POLYGON ((1038000 1998000, 1038000 1998500, 1038500 1998500, 1038500 1998000, 1038000 1998000))",26.864,21.767,27.509,6.878,27.509,27.577
3616,라사38a98b,"POLYGON ((1038000 1998500, 1038000 1999000, 1038500 1999000, 1038500 1998500, 1038000 1998500))",27.017,21.92,27.663,7.031,27.663,27.731
3617,라사38a99a,"POLYGON ((1038000 1999000, 1038000 1999500, 1038500 1999500, 1038500 1999000, 1038000 1999000))",19.683,18.001,20.328,12.983,20.328,20.395
3618,라사38a99b,"POLYGON ((1038000 1999500, 1038000 2000000, 1038500 2000000, 1038500 1999500, 1038000 1999500))",19.307,17.625,19.952,12.607,19.952,20.019
3619,라사38b82a,"POLYGON ((1038500 1982000, 1038500 1982500, 1039000 1982500, 1039000 1982000, 1038500 1982000))",32.469,13.139,17.058,17.671,32.742,32.691
3620,라사38b82b,"POLYGON ((1038500 1982500, 1038500 1983000, 1039000 1983000, 1039000 1982500, 1038500 1982500))",33.787,14.457,18.376,18.988,34.059,37.144
3621,라사38b83a,"POLYGON ((1038500 1983000, 1038500 1983500, 1039000 1983500, 1039000 1983000, 1038500 1983000))",34.367,15.036,18.956,19.568,34.638,37.724
3622,라사38b83b,"POLYGON ((1038500 1983500, 1038500 1984000, 1039000 1984000, 1039000 1983500, 1038500 1983500))",34.615,15.285,19.204,19.817,34.888,37.973
3623,라사38b84a,"POLYGON ((1038500 1984000, 1038500 1984500, 1039000 1984500, 1039000 1984000, 1038500 1984000))",35.312,15.982,19.901,20.514,35.584,38.669
3624,라사38b84b,"POLYGON ((1038500 1984500, 1038500 1985000, 1039000 1985000, 1039000 1984500, 1038500 1984500))",37.445,16.685,20.604,21.217,36.287,39.372
3625,라사38b85a,"POLYGON ((1038500 1985000, 1038500 1985500, 1039000 1985500, 1039000 1985000, 1038500 1985000))",38.397,17.637,21.556,22.169,37.24,40.325
3626,라사38b85b,"POLYGON ((1038500 1985500, 1038500 1986000, 1039000 1986000, 1039000 1985500, 1038500 1985500))",38.689,17.929,21.848,22.461,37.532,37.681
3627,라사38b86a,"POLYGON ((1038500 1986000, 1038500 1986500, 1039000 1986500, 1039000 1986000, 1038500 1986000))",39.782,19.023,22.941,23.555,38.625,38.775
3628,라사38b86b,"POLYGON ((1038500 1986500, 1038500 1987000, 1039000 1987000, 1039000 1986500, 1038500 1986500))",42.008,18.329,27.088,6.978,42.441,40.998
3629,라사38b87a,"POLYGON ((1038500 1987000, 1038500 1987500, 1039000 1987500, 1039000 1987000, 1038500 1987000))",41.51,17.83,26.59,6.48,41.943,40.5
3630,라사38b87b,"POLYGON ((1038500 1987500, 1038500 1988000, 1039000 1988000, 1039000 1987500, 1038500 1987500))",41.017,17.338,26.097,5.988,41.45,40.007
3631,라사38b88a,"POLYGON ((1038500 1988000, 1038500 1988500, 1039000 1988500, 1039000 1988000, 1038500 1988000))",40.848,17.169,25.928,5.819,41.281,39.838
3632,라사38b88b,"POLYGON ((1038500 1988500, 1038500 1989000, 1039000 1989000, 1039000 1988500, 1038500 1988500))",40.109,16.43,25.189,5.08,40.542,39.099
3633,라사38b89a,"POLYGON ((1038500 1989000, 1038500 1989500, 1039000 1989500, 1039000 1989000, 1038500 1989000))",39.908,16.229,24.988,4.878,40.341,38.898
3634,라사38b89b,"POLYGON ((1038500 1989500, 1038500 1990000, 1039000 1990000, 1039000 1989500, 1038500 1989500))",39.996,16.316,25.075,4.966,40.429,38.986
3635,라사38b90a,"POLYGON ((1038500 1990000, 1038500 1990500, 1039000 1990500, 1039000 1990000, 1038500 1990000))",39.999,14.269,23.028,2.919,38.382,38.989
3636,라사38b90b,"POLYGON ((1038500 1990500, 1038500 1991000, 1039000 1991000, 1039000 1990500, 1038500 1990500))",40.345,13.254,22.013,1.904,37.367,39.336
3637,라사38b91a,"POLYGON ((1038500 1991000, 1038500 1991500, 1039000 1991500, 1039000 1991000, 1038500 1991000))",40.801,12.336,21.095,0.985,36.449,39.792
3638,라사38b91b,"POLYGON ((1038500 1991500, 1038500 1992000, 1039000 1992000, 1039000 1991500, 1038500 1991500))",41.373,12.385,21.144,1.035,36.498,40.363
3639,라사38b92a,"POLYGON ((1038500 1992000, 1038500 1992500, 1039000 1992500, 1039000 1992000, 1038500 1992000))",45.797,12.656,21.415,1.306,36.768,44.507
3640,라사38b92b,"POLYGON ((1038500 1992500, 1038500 1993000, 1039000 1993000, 1039000 1992500, 1038500 1992500))",42.984,13.061,21.82,1.71,37.173,44.912
3641,라사38b93a,"POLYGON ((1038500 1993000, 1038500 1993500, 1039000 1993500, 1039000 1993000, 1038500 1993000))",44.321,14.398,23.157,3.047,38.51,46.249
3642,라사38b93b,"POLYGON ((1038500 1993500, 1038500 1994000, 1039000 1994000, 1039000 1993500, 1038500 1993500))",44.277,14.354,23.113,3.004,38.466,49.347
3643,라사38b94a,"POLYGON ((1038500 1994000, 1038500 1994500, 1039000 1994500, 1039000 1994000, 1038500 1994000))",44.63,14.706,23.465,3.356,38.818,49.7
3644,라사38b94b,"POLYGON ((1038500 1994500, 1038500 1995000, 1039000 1995000, 1039000 1994500, 1038500 1994500))",45.1,15.177,23.936,3.827,39.289,50.17
3645,라사38b95a,"POLYGON ((1038500 1995000, 1038500 1995500, 1039000 1995500, 1039000 1995000, 1038500 1995000))",45.589,15.665,24.425,4.315,39.777,50.659
3646,라사38b95b,"POLYGON ((1038500 1995500, 1038500 1996000, 1039000 1996000, 1039000 1995500, 1038500 1995500))",46.083,16.16,24.919,4.809,40.271,52.935
3647,라사38b96a,"POLYGON ((1038500 1996000, 1038500 1996500, 1039000 1996500, 1039000 1996000, 1038500 1996000))",27.272,22.175,27.917,7.286,27.917,27.985
3648,라사38b96b,"POLYGON ((1038500 1996500, 1038500 1997000, 1039000 1997000, 1039000 1996500, 1038500 1996500))",27.068,21.971,27.714,7.082,27.714,27.781
3649,라사38b97a,"POLYGON ((1038500 1997000, 1038500 1997500, 1039000 1997500, 1039000 1997000, 1038500 1997000))",26.995,21.898,27.64,7.008,27.64,27.708
3650,라사38b97b,"POLYGON ((1038500 1997500, 1038500 1998000, 1039000 1998000, 1039000 1997500, 1038500 1997500))",27.068,21.971,27.713,7.082,27.713,27.781
3651,라사38b98a,"POLYGON ((1038500 1998000, 1038500 1998500, 1039000 1998500, 1039000 1998000, 1038500 1998000))",40.778,17.744,41.423,18.346,41.423,41.489
3652,라사38b98b,"POLYGON ((1038500 1998500, 1038500 1999000, 1039000 1999000, 1039000 1998500, 1038500 1998500))",40.955,17.921,41.6,18.523,41.6,41.666
3653,라사38b99a,"POLYGON ((1038500 1999000, 1038500 1999500, 1039000 1999500, 1039000 1999000, 1038500 1999000))",20.014,18.332,20.659,13.314,20.659,20.726
3654,라사38b99b,"POLYGON ((1038500 1999500, 1038500 2000000, 1039000 2000000, 1039000 1999500, 1038500 1999500))",19.082,18.572,19.728,13.554,19.728,19.794
3655,라사39a84a,"POLYGON ((1039000 1984000, 1039000 1984500, 1039500 1984500, 1039500 1984000, 1039000 1984000))",35.188,15.858,19.777,20.389,35.46,38.545
3656,라사39a84b,"POLYGON ((1039000 1984500, 1039000 1985000, 1039500 1985000, 1039500 1984500, 1039000 1984500))",36.017,16.686,20.606,21.218,36.289,39.374
3657,라사39a85a,"POLYGON ((1039000 1985000, 1039000 1985500, 1039500 1985500, 1039500 1985000, 1039000 1985000))",37.835,17.074,20.994,21.606,36.677,39.762
3658,라사39a85b,"POLYGON ((1039000 1985500, 1039000 1986000, 1039500 1986000, 1039500 1985500, 1039000 1985500))",39.078,18.318,22.237,22.85,37.92,38.07
3659,라사39a86a,"POLYGON ((1039000 1986000, 1039000 1986500, 1039500 1986500, 1039500 1986000, 1039000 1986000))",39.397,18.637,22.556,23.169,38.239,38.389
3660,라사39a86b,"POLYGON ((1039000 1986500, 1039000 1987000, 1039500 1987000, 1039500 1986500, 1039000 1986500))",42.131,18.451,27.21,7.101,42.564,41.121
3661,라사39a87a,"POLYGON ((1039000 1987000, 1039000 1987500, 1039500 1987500, 1039500 1987000, 1039000 1987000))",41.694,18.014,26.773,6.664,42.127,40.684
3662,라사39a87b,"POLYGON ((1039000 1987500, 1039000 1988000, 1039500 1988000, 1039500 1987500, 1039000 1987500))",41.349,17.67,26.429,6.319,41.782,40.339
3663,라사39a88a,"POLYGON ((1039000 1988000, 1039000 1988500, 1039500 1988500, 1039500 1988000, 1039000 1988000))",41.279,17.6,26.359,6.25,41.712,40.269
3664,라사39a88b,"POLYGON ((1039000 1988500, 1039000 1989000, 1039500 1989000, 1039500 1988500, 1039000 1988500))",40.65,16.971,25.73,5.621,41.083,39.64
3665,라사39a89a,"POLYGON ((1039000 1989000, 1039000 1989500, 1039500 1989500, 1039500 1989000, 1039000 1989000))",40.244,16.564,25.323,5.214,40.677,39.234
3666,라사39a89b,"POLYGON ((1039000 1989500, 1039000 1990000, 1039500 1990000, 1039500 1989500, 1039000 1989500))",40.526,16.847,25.606,5.496,40.959,39.516
3667,라사39a90a,"POLYGON ((1039000 1990000, 1039000 1990500, 1039500 1990500, 1039500 1990000, 1039000 1990000))",41.356,13.525,22.284,2.174,37.637,40.347
3668,라사39a90b,"POLYGON ((1039000 1990500, 1039000 1991000, 1039500 1991000, 1039500 1990500, 1039000 1990500))",41.002,13.148,21.907,1.798,37.261,39.992
3669,라사39a91a,"POLYGON ((1039000 1991000, 1039000 1991500, 1039500 1991500, 1039500 1991000, 1039000 1991000))",41.418,12.314,21.073,0.964,36.427,40.408
3670,라사39a91b,"POLYGON ((1039000 1991500, 1039000 1992000, 1039500 1992000, 1039500 1991500, 1039000 1991500))",44.83,11.689,20.448,0.339,35.802,43.541
3671,라사39a92a,"POLYGON ((1039000 1992000, 1039000 1992500, 1039500 1992500, 1039500 1992000, 1039000 1992000))",45.276,12.135,20.895,0.785,36.248,43.987
3672,라사39a92b,"POLYGON ((1039000 1992500, 1039000 1993000, 1039500 1993000, 1039500 1992500, 1039000 1992500))",42.614,12.69,21.449,1.34,36.802,44.541
3673,라사39a93a,"POLYGON ((1039000 1993000, 1039000 1993500, 1039500 1993500, 1039500 1993000, 1039000 1993000))",43.183,13.26,22.019,1.91,37.372,45.111
3674,라사39a93b,"POLYGON ((1039000 1993500, 1039000 1994000, 1039500 1994000, 1039500 1993500, 1039000 1993500))",43.815,13.892,22.651,2.541,38.004,48.885
3675,라사39a94a,"POLYGON ((1039000 1994000, 1039000 1994500, 1039500 1994500, 1039500 1994000, 1039000 1994000))",44.237,14.314,23.073,2.963,38.426,49.307
3676,라사39a94b,"POLYGON ((1039000 1994500, 1039000 1995000, 1039500 1995000, 1039500 1994500, 1039000 1994500))",45.083,15.16,23.919,3.81,39.271,50.153
3677,라사39a95a,"POLYGON ((1039000 1995000, 1039000 1995500, 1039500 1995500, 1039500 1995000, 1039000 1995000))",45.577,15.654,24.413,4.303,39.765,52.43
3678,라사39a95b,"POLYGON ((1039000 1995500, 1039000 1996000, 1039500 1996000, 1039500 1995500, 1039000 1995500))",46.074,16.15,24.91,4.8,40.262,52.926
3679,라사39a96a,"POLYGON ((1039000 1996000, 1039000 1996500, 1039500 1996500, 1039500 1996000, 1039000 1996000))",40.923,17.89,41.568,18.491,41.568,41.635
3680,라사39a96b,"POLYGON ((1039000 1996500, 1039000 1997000, 1039500 1997000, 1039500 1996500, 1039000 1996500))",40.593,17.56,41.238,18.162,41.238,41.305
3681,라사39a97a,"POLYGON ((1039000 1997000, 1039000 1997500, 1039500 1997500, 1039500 1997000, 1039000 1997000))",40.339,17.305,40.984,17.907,40.984,41.05
3682,라사39a97b,"POLYGON ((1039000 1997500, 1039000 1998000, 1039500 1998000, 1039500 1997500, 1039000 1997500))",40.226,17.193,40.871,17.795,40.871,40.938
3683,라사39a98a,"POLYGON ((1039000 1998000, 1039000 1998500, 1039500 1998500, 1039500 1998000, 1039000 1998000))",40.297,17.263,40.942,17.865,40.942,41.008
3684,라사39a98b,"POLYGON ((1039000 1998500, 1039000 1999000, 1039500 1999000, 1039500 1998500, 1039000 1998500))",40.527,17.493,41.172,18.095,41.172,41.238
3685,라사39a99a,"POLYGON ((1039000 1999000, 1039000 1999500, 1039500 1999500, 1039500 1999000, 1039000 1999000))",31.879,17.827,41.506,18.429,41.506,41.572
3686,라사39a99b,"POLYGON ((1039000 1999500, 1039000 2000000, 1039500 2000000, 1039500 1999500, 1039000 1999500))",19.455,18.945,20.1,13.927,20.1,20.167
3687,라사39b85a,"POLYGON ((1039500 1985000, 1039500 1985500, 1040000 1985500, 1040000 1985000, 1039500 1985000))",38.154,17.393,21.313,21.925,36.996,40.081
3688,라사39b85b,"POLYGON ((1039500 1985500, 1039500 1986000, 1040000 1986000, 1040000 1985500, 1039500 1985500))",39.514,18.754,22.673,23.286,38.357,38.506
3689,라사39b86a,"POLYGON ((1039500 1986000, 1039500 1986500, 1040000 1986500, 1040000 1986000, 1039500 1986000))",42.806,19.127,27.886,7.776,43.239,41.798
3690,라사39b86b,"POLYGON ((1039500 1986500, 1039500 1987000, 1040000 1987000, 1040000 1986500, 1039500 1986500))",42.395,18.716,27.475,7.365,42.828,41.385
3691,라사39b87a,"POLYGON ((1039500 1987000, 1039500 1987500, 1040000 1987500, 1040000 1987000, 1039500 1987000))",42.044,18.365,27.124,7.015,42.477,41.034
3692,라사39b87b,"POLYGON ((1039500 1987500, 1039500 1988000, 1040000 1988000, 1040000 1987500, 1039500 1987500))",41.81,18.131,26.89,6.781,42.243,40.8
3693,라사39b88a,"POLYGON ((1039500 1988000, 1039500 1988500, 1040000 1988500, 1040000 1988000, 1039500 1988000))",41.221,17.542,26.301,6.192,41.654,40.211
3694,라사39b88b,"POLYGON ((1039500 1988500, 1039500 1989000, 1040000 1989000, 1040000 1988500, 1039500 1988500))",40.858,17.178,25.937,5.828,41.29,39.847
3695,라사39b89a,"POLYGON ((1039500 1989000, 1039500 1989500, 1040000 1989500, 1040000 1989000, 1039500 1989000))",40.768,17.089,25.848,5.739,41.201,39.758
3696,라사39b89b,"POLYGON ((1039500 1989500, 1039500 1990000, 1040000 1990000, 1040000 1989500, 1039500 1989500))",41.012,17.333,26.092,5.982,41.445,40.002
3697,라사39b90a,"POLYGON ((1039500 1990000, 1039500 1990500, 1040000 1990500, 1040000 1990000, 1039500 1990000))",57.506,11.349,20.108,1.975,35.462,61.206
3698,라사39b90b,"POLYGON ((1039500 1990500, 1039500 1991000, 1040000 1991000, 1040000 1990500, 1039500 1990500))",57.297,11.14,19.899,1.431,35.252,60.996
3699,라사39b91a,"POLYGON ((1039500 1991000, 1039500 1991500, 1040000 1991500, 1040000 1991000, 1039500 1991000))",45.49,11.091,19.85,0.661,35.204,44.201
3700,라사39b91b,"POLYGON ((1039500 1991500, 1039500 1992000, 1040000 1992000, 1040000 1991500, 1039500 1991500))",45.314,11.47,20.23,0.484,35.583,44.024
3701,라사39b92a,"POLYGON ((1039500 1992000, 1039500 1992500, 1040000 1992500, 1040000 1992000, 1039500 1992000))",45.742,12.601,21.36,1.251,36.714,44.453
3702,라사39b92b,"POLYGON ((1039500 1992500, 1039500 1993000, 1040000 1993000, 1040000 1992500, 1039500 1992500))",47.533,14.392,23.151,3.042,38.504,46.244
3703,라사39b93a,"POLYGON ((1039500 1993000, 1039500 1993500, 1040000 1993500, 1040000 1993000, 1039500 1993000))",43.989,14.066,22.825,2.716,38.178,49.059
3704,라사39b93b,"POLYGON ((1039500 1993500, 1039500 1994000, 1040000 1994000, 1040000 1993500, 1039500 1993500))",43.968,14.045,22.804,2.695,38.157,49.038
3705,라사39b94a,"POLYGON ((1039500 1994000, 1039500 1994500, 1040000 1994500, 1040000 1994000, 1039500 1994000))",44.334,14.411,23.17,3.06,38.523,49.404
3706,라사39b94b,"POLYGON ((1039500 1994500, 1039500 1995000, 1040000 1995000, 1040000 1994500, 1039500 1994500))",44.791,14.868,23.627,3.518,38.98,51.644
3707,라사39b95a,"POLYGON ((1039500 1995000, 1039500 1995500, 1040000 1995500, 1040000 1995000, 1039500 1995000))",45.28,15.356,24.115,4.006,39.468,52.132
3708,라사39b95b,"POLYGON ((1039500 1995500, 1039500 1996000, 1040000 1996000, 1040000 1995500, 1039500 1995500))",45.766,15.843,24.602,4.492,39.955,52.619
3709,라사39b96a,"POLYGON ((1039500 1996000, 1039500 1996500, 1040000 1996500, 1040000 1996000, 1039500 1996000))",40.637,17.603,41.282,18.205,41.282,41.348
3710,라사39b96b,"POLYGON ((1039500 1996500, 1039500 1997000, 1040000 1997000, 1040000 1996500, 1039500 1996500))",40.219,17.185,40.864,17.787,40.864,40.93
3711,라사39b97a,"POLYGON ((1039500 1997000, 1039500 1997500, 1040000 1997500, 1040000 1997000, 1039500 1997000))",39.893,16.86,40.539,17.462,40.539,40.605
3712,라사39b97b,"POLYGON ((1039500 1997500, 1039500 1998000, 1040000 1998000, 1040000 1997500, 1039500 1997500))",39.727,16.693,40.372,17.295,40.372,40.438
3713,라사39b98a,"POLYGON ((1039500 1998000, 1039500 1998500, 1040000 1998500, 1040000 1998000, 1039500 1998000))",30.855,16.803,40.481,17.405,40.481,40.548
3714,라사39b98b,"POLYGON ((1039500 1998500, 1039500 1999000, 1040000 1999000, 1040000 1998500, 1039500 1998500))",31.173,17.121,40.799,17.723,40.799,40.866
3715,라사39b99a,"POLYGON ((1039500 1999000, 1039500 1999500, 1040000 1999500, 1040000 1999000, 1039500 1999000))",31.583,17.531,41.21,18.133,41.21,41.276
3716,라사39b99b,"POLYGON ((1039500 1999500, 1039500 2000000, 1040000 2000000, 1040000 1999500, 1039500 1999500))",32.033,17.981,32.954,18.583,41.659,41.726
3717,라사40a86a,"POLYGON ((1040000 1986000, 1040000 1986500, 1040500 1986500, 1040500 1986000, 1040000 1986000))",49.477,11.132,12.079,9.404,27.429,50.487
3718,라사40a86b,"POLYGON ((1040000 1986500, 1040000 1987000, 1040500 1987000, 1040500 1986500, 1040000 1986500))",42.748,19.068,27.827,7.718,43.181,41.739
3719,라사40a87a,"POLYGON ((1040000 1987000, 1040000 1987500, 1040500 1987500, 1040500 1987000, 1040000 1987000))",42.467,18.788,27.547,7.437,42.9,41.457
3720,라사40a87b,"POLYGON ((1040000 1987500, 1040000 1988000, 1040500 1988000, 1040500 1987500, 1040000 1987500))",41.914,18.235,26.994,6.884,42.347,40.904
3721,라사40a88a,"POLYGON ((1040000 1988000, 1040000 1988500, 1040500 1988500, 1040500 1988000, 1040000 1988000))",41.552,17.873,26.632,6.522,41.985,40.542
3722,라사40a88b,"POLYGON ((1040000 1988500, 1040000 1989000, 1040500 1989000, 1040500 1988500, 1040000 1988500))",41.331,17.652,26.411,6.302,41.764,40.321
