,gid,geometry,value_소방서,value_경찰서,value_병원,value_보건기관,value_응급의료시설,value_의원
1355,라사15b68a,"POLYGON ((1015500 1968000, 1015500 1968500, 1016000 1968500, 1016000 1968000, 1015500 1968000))",4.873,4.525,24.441,1.975,23.406,11.043
1356,라사15b68b,"POLYGON ((1015500 1968500, 1015500 1969000, 1016000 1969000, 1016000 1968500, 1015500 1968500))",5.416,5.068,24.842,2.376,23.807,11.586
1357,라사15b69a,"POLYGON ((1015500 1969000, 1015500 1969500, 1016000 1969500, 1016000 1969000, 1015500 1969000))",6.511,6.162,27.155,4.688,26.119,12.68
1358,라사15b69b,"POLYGON ((1015500 1969500, 1015500 1970000, 1016000 1970000, 1016000 1969500, 1015500 1969500))",9.643,9.611,23.522,3.471,22.486,10.372
1359,라사15b70a,"POLYGON ((1015500 1970000, 1015500 1970500, 1016000 1970500, 1016000 1970000, 1015500 1970000))",9.137,9.138,23.049,2.998,22.013,9.865
1360,라사15b70b,"POLYGON ((1015500 1970500, 1015500 1971000, 1016000 1971000, 1016000 1970500, 1015500 1970500))",9.198,9.348,23.259,3.208,22.223,9.927
1361,라사15b71a,"POLYGON ((1015500 1971000, 1015500 1971500, 1016000 1971500, 1016000 1971000, 1015500 1971000))",8.987,9.561,23.757,3.324,22.721,9.715
1362,라사15b71b,"POLYGON ((1015500 1971500, 1015500 1972000, 1016000 1972000, 1016000 1971500, 1015500 1971500))",9.173,9.748,23.943,3.51,22.907,9.901
1363,라사15b72a,"POLYGON ((1015500 1972000, 1015500 1972500, 1016000 1972500, 1016000 1972000, 1015500 1972000))",10.052,10.626,24.821,4.389,23.786,10.78
1364,라사15b72b,"POLYGON ((1015500 1972500, 1015500 1973000, 1016000 1973000, 1016000 1972500, 1015500 1972500))",7.007,7.549,21.588,5.089,20.551,7.336
1365,라사15b73a,"POLYGON ((1015500 1973000, 1015500 1973500, 1016000 1973500, 1016000 1973000, 1015500 1973000))",6.915,7.458,21.497,4.998,20.46,7.245
1366,라사15b73b,"POLYGON ((1015500 1973500, 1015500 1974000, 1016000 1974000, 1016000 1973500, 1015500 1973500))",5.365,5.907,21.885,5.387,20.849,5.694
1367,라사15b74a,"POLYGON ((1015500 1974000, 1015500 1974500, 1016000 1974500, 1016000 1974000, 1015500 1974000))",4.478,5.02,24.165,5.061,23.128,4.807
1368,라사15b74b,"POLYGON ((1015500 1974500, 1015500 1975000, 1016000 1975000, 1016000 1974500, 1015500 1974500))",3.707,4.249,23.103,4.29,22.067,4.036
1369,라사15b75a,"POLYGON ((1015500 1975000, 1015500 1975500, 1016000 1975500, 1016000 1975000, 1015500 1975000))",4.025,4.566,23.307,4.608,22.27,4.354
1370,라사15b75b,"POLYGON ((1015500 1975500, 1015500 1976000, 1016000 1976000, 1016000 1975500, 1015500 1975500))",3.742,4.284,15.013,4.326,13.977,4.071
1371,라사15b76a,"POLYGON ((1015500 1976000, 1015500 1976500, 1016000 1976500, 1016000 1976000, 1015500 1976000))",4.221,4.764,14.827,4.806,13.791,4.551
1372,라사15b76b,"POLYGON ((1015500 1976500, 1015500 1977000, 1016000 1977000, 1016000 1976500, 1015500 1976500))",5.234,5.776,14.463,5.506,13.427,5.563
1373,라사15b77a,"POLYGON ((1015500 1977000, 1015500 1977500, 1016000 1977500, 1016000 1977000, 1015500 1977000))",6.839,7.382,14.117,5.159,13.081,7.092
1374,라사15b77b,"POLYGON ((1015500 1977500, 1015500 1978000, 1016000 1978000, 1016000 1977500, 1015500 1977500))",6.75,7.294,14.028,5.071,12.992,7.003
1375,라사15b78a,"POLYGON ((1015500 1978000, 1015500 1978500, 1016000 1978500, 1016000 1978000, 1015500 1978000))",8.33,7.569,11.372,5.158,13.079,6.471
1376,라사15b78b,"POLYGON ((1015500 1978500, 1015500 1979000, 1016000 1979000, 1016000 1978500, 1015500 1978500))",7.76,6.999,10.764,4.55,11.474,5.863
1377,라사15b79a,"POLYGON ((1015500 1979000, 1015500 1979500, 1016000 1979500, 1016000 1979000, 1015500 1979000))",8.128,7.367,10.635,4.422,11.346,5.735
1378,라사15b79b,"POLYGON ((1015500 1979500, 1015500 1980000, 1016000 1980000, 1016000 1979500, 1015500 1979500))",10.384,9.622,11.944,6.566,12.654,7.042
1379,라사15b80a,"POLYGON ((1015500 1980000, 1015500 1980500, 1016000 1980500, 1016000 1980000, 1015500 1980000))",9.661,8.9,11.221,5.844,11.931,6.319
1380,라사15b80b,"POLYGON ((1015500 1980500, 1015500 1981000, 1016000 1981000, 1016000 1980500, 1015500 1980500))",9.701,8.94,11.262,5.884,11.971,6.36
1381,라사15b81a,"POLYGON ((1015500 1981000, 1015500 1981500, 1016000 1981500, 1016000 1981000, 1015500 1981000))",9.071,8.729,10.39,5.013,11.1,5.489
1382,라사15b81b,"POLYGON ((1015500 1981500, 1015500 1982000, 1016000 1982000, 1016000 1981500, 1015500 1981500))",9.435,7.849,10.946,5.568,11.656,6.044
1383,라사15b82a,"POLYGON ((1015500 1982000, 1015500 1982500, 1016000 1982500, 1016000 1982000, 1015500 1982000))",7.332,6.988,8.65,6.168,9.36,4.143
1384,라사15b82b,"POLYGON ((1015500 1982500, 1015500 1983000, 1016000 1983000, 1016000 1982500, 1015500 1982500))",6.663,6.32,7.981,6.501,8.691,3.474
1385,라사15b83a,"POLYGON ((1015500 1983000, 1015500 1983500, 1016000 1983500, 1016000 1983000, 1015500 1983000))",6.839,6.496,8.157,7.061,8.868,3.651
1386,라사15b83b,"POLYGON ((1015500 1983500, 1015500 1984000, 1016000 1984000, 1016000 1983500, 1015500 1983500))",11.725,13.676,12.744,6.186,16.344,10.434
1387,라사15b84a,"POLYGON ((1015500 1984000, 1015500 1984500, 1016000 1984500, 1016000 1984000, 1015500 1984000))",14.497,14.156,12.3,5.743,15.901,10.914
1388,라사15b84b,"POLYGON ((1015500 1984500, 1015500 1985000, 1016000 1985000, 1016000 1984500, 1015500 1984500))",14.173,14.151,11.577,5.02,15.177,14.702
1389,라사15b85a,"POLYGON ((1015500 1985000, 1015500 1985500, 1016000 1985500, 1016000 1985000, 1015500 1985000))",13.519,11.096,10.922,4.365,14.522,15.155
1390,라사15b85b,"POLYGON ((1015500 1985500, 1015500 1986000, 1016000 1986000, 1016000 1985500, 1015500 1985500))",12.932,10.509,10.335,3.778,13.935,14.756
1391,라사15b86a,"POLYGON ((1015500 1986000, 1015500 1986500, 1016000 1986500, 1016000 1986000, 1015500 1986000))",10.6,10.027,9.853,3.296,13.453,14.274
1392,라사15b86b,"POLYGON ((1015500 1986500, 1015500 1987000, 1016000 1987000, 1016000 1986500, 1015500 1986500))",10.106,9.533,9.359,2.802,12.959,12.675
1393,라사15b87a,"POLYGON ((1015500 1987000, 1015500 1987500, 1016000 1987500, 1016000 1987000, 1015500 1987000))",17.378,17.037,18.698,17.096,19.407,16.971
1394,라사15b87b,"POLYGON ((1015500 1987500, 1015500 1988000, 1016000 1988000, 1016000 1987500, 1015500 1987500))",9.548,5.611,8.8,2.243,12.4,12.034
1395,라사15b88a,"POLYGON ((1015500 1988000, 1015500 1988500, 1016000 1988500, 1016000 1988000, 1015500 1988000))",9.512,5.576,8.765,0.75,12.365,10.204
1396,라사15b88b,"POLYGON ((1015500 1988500, 1015500 1989000, 1016000 1989000, 1016000 1988500, 1015500 1988500))",9.317,5.381,8.57,0.462,12.17,8.629
1397,라사15b89a,"POLYGON ((1015500 1989000, 1015500 1989500, 1016000 1989500, 1016000 1989000, 1015500 1989000))",9.675,5.738,8.927,1.042,12.528,8.985
1398,라사15b89b,"POLYGON ((1015500 1989500, 1015500 1990000, 1016000 1990000, 1016000 1989500, 1015500 1989500))",8.796,4.859,8.048,1.666,11.649,7.842
1399,라사15b90a,"POLYGON ((1015500 1990000, 1015500 1990500, 1016000 1990500, 1016000 1990000, 1015500 1990000))",9.133,5.196,8.386,2.356,11.986,8.18
1400,라사15b90b,"POLYGON ((1015500 1990500, 1015500 1991000, 1016000 1991000, 1016000 1990500, 1015500 1990500))",9.423,5.488,8.674,2.899,12.53,8.471
1401,라사15b91a,"POLYGON ((1015500 1991000, 1015500 1991500, 1016000 1991500, 1016000 1991000, 1015500 1991000))",7.949,4.013,7.201,3.852,10.802,6.996
1402,라사15b91b,"POLYGON ((1015500 1991500, 1015500 1992000, 1016000 1992000, 1016000 1991500, 1015500 1991500))",7.866,3.93,7.117,3.274,10.719,6.914
1403,라사15b92a,"POLYGON ((1015500 1992000, 1015500 1992500, 1016000 1992500, 1016000 1992000, 1015500 1992000))",7.556,3.62,6.808,2.964,10.409,6.604
1404,라사15b92b,"POLYGON ((1015500 1992500, 1015500 1993000, 1016000 1993000, 1016000 1992500, 1015500 1992500))",8.698,4.762,7.95,3.947,11.551,7.744
1405,라사15b93a,"POLYGON ((1015500 1993000, 1015500 1993500, 1016000 1993500, 1016000 1993000, 1015500 1993000))",8.432,4.496,7.683,3.681,11.285,7.478
1406,라사15b93b,"POLYGON ((1015500 1993500, 1015500 1994000, 1016000 1994000, 1016000 1993500, 1015500 1993500))",8.878,4.942,8.13,4.127,11.731,7.924
1407,라사15b94a,"POLYGON ((1015500 1994000, 1015500 1994500, 1016000 1994500, 1016000 1994000, 1015500 1994000))",9.879,5.943,9.131,5.287,12.732,8.926
1408,라사15b94b,"POLYGON ((1015500 1994500, 1015500 1995000, 1016000 1995000, 1016000 1994500, 1015500 1994500))",9.708,5.772,8.96,5.116,12.561,8.755
1409,라사15b95a,"POLYGON ((1015500 1995000, 1015500 1995500, 1016000 1995500, 1016000 1995000, 1015500 1995000))",12.05,10.702,9.91,7.934,15.668,11.862
1410,라사15b95b,"POLYGON ((1015500 1995500, 1015500 1996000, 1016000 1996000, 1016000 1995500, 1015500 1995500))",8.643,8.833,6.503,5.623,12.261,8.454
1411,라사15b96a,"POLYGON ((1015500 1996000, 1015500 1996500, 1016000 1996500, 1016000 1996000, 1015500 1996000))",9.611,8.676,7.471,5.085,13.229,9.423
1412,라사15b96b,"POLYGON ((1015500 1996500, 1015500 1997000, 1016000 1997000, 1016000 1996500, 1015500 1996500))",9.948,9.014,7.809,4.489,13.567,9.76
1413,라사15b97a,"POLYGON ((1015500 1997000, 1015500 1997500, 1016000 1997500, 1016000 1997000, 1015500 1997000))",10.313,9.379,8.173,3.946,13.931,10.125
1414,라사15b97b,"POLYGON ((1015500 1997500, 1015500 1998000, 1016000 1998000, 1016000 1997500, 1015500 1997500))",10.908,9.974,8.768,3.62,14.526,10.72
1415,라사15b98a,"POLYGON ((1015500 1998000, 1015500 1998500, 1016000 1998500, 1016000 1998000, 1015500 1998000))",11.549,10.614,9.409,3.166,15.167,11.361
1416,라사15b98b,"POLYGON ((1015500 1998500, 1015500 1999000, 1016000 1999000, 1016000 1998500, 1015500 1998500))",12.282,11.347,10.142,10.13,15.9,12.093
1417,라사15b99a,"POLYGON ((1015500 1999000, 1015500 1999500, 1016000 1999500, 1016000 1999000, 1015500 1999000))",15.774,15.659,13.404,3.175,20.704,13.892
1418,라사15b99b,"POLYGON ((1015500 1999500, 1015500 2000000, 1016000 2000000, 1016000 1999500, 1015500 1999500))",15.546,15.43,13.175,2.946,20.476,13.664
1419,라사16a68b,"POLYGON ((1016000 1968500, 1016000 1969000, 1016500 1969000, 1016500 1968500, 1016000 1968500))",5.588,5.239,24.704,2.237,23.668,11.757
1420,라사16a69a,"POLYGON ((1016000 1969000, 1016000 1969500, 1016500 1969500, 1016500 1969000, 1016000 1969000))",7.495,7.147,23.72,2.415,22.684,13.665
1421,라사16a69b,"POLYGON ((1016000 1969500, 1016000 1970000, 1016500 1970000, 1016500 1969500, 1016000 1969500))",9.558,9.211,23.122,3.071,22.086,10.726
1422,라사16a70a,"POLYGON ((1016000 1970000, 1016000 1970500, 1016500 1970500, 1016500 1970000, 1016000 1970000))",8.893,8.546,22.457,2.406,21.421,10.431
1423,라사16a70b,"POLYGON ((1016000 1970500, 1016000 1971000, 1016500 1971000, 1016500 1970500, 1016000 1970500))",9.019,8.672,22.583,2.532,21.547,10.613
1424,라사16a71a,"POLYGON ((1016000 1971000, 1016000 1971500, 1016500 1971500, 1016500 1971000, 1016000 1971000))",9.509,9.246,22.969,2.638,21.934,9.566
1425,라사16a71b,"POLYGON ((1016000 1971500, 1016000 1972000, 1016500 1972000, 1016500 1971500, 1016000 1971500))",12.89,13.466,26.589,13.308,31.405,13.619
1426,라사16a72a,"POLYGON ((1016000 1972000, 1016000 1972500, 1016500 1972500, 1016500 1972000, 1016000 1972000))",6.931,7.472,20.849,4.351,19.813,7.26
1427,라사16a72b,"POLYGON ((1016000 1972500, 1016000 1973000, 1016500 1973000, 1016500 1972500, 1016000 1972500))",6.47,7.012,21.051,4.553,20.015,6.799
1428,라사16a73a,"POLYGON ((1016000 1973000, 1016000 1973500, 1016500 1973500, 1016500 1973000, 1016000 1973000))",5.635,6.177,21.177,4.679,20.14,5.964
1429,라사16a73b,"POLYGON ((1016000 1973500, 1016000 1974000, 1016500 1974000, 1016500 1973500, 1016000 1973500))",5.083,5.625,21.719,5.221,20.683,5.412
1430,라사16a74a,"POLYGON ((1016000 1974000, 1016000 1974500, 1016500 1974500, 1016500 1974000, 1016000 1974000))",4.61,5.152,22.157,5.193,21.12,4.939
1431,라사16a74b,"POLYGON ((1016000 1974500, 1016000 1975000, 1016500 1975000, 1016500 1974500, 1016000 1974500))",4.203,4.745,23.486,4.787,22.449,4.532
1432,라사16a75a,"POLYGON ((1016000 1975000, 1016000 1975500, 1016500 1975500, 1016500 1975000, 1016000 1975000))",4.28,4.822,23.563,4.864,22.526,4.61
1433,라사16a75b,"POLYGON ((1016000 1975500, 1016000 1976000, 1016500 1976000, 1016500 1975500, 1016000 1975500))",5.617,6.16,19.432,6.202,18.397,5.947
1434,라사16a76a,"POLYGON ((1016000 1976000, 1016000 1976500, 1016500 1976500, 1016500 1976000, 1016000 1976000))",4.448,4.992,14.396,5.033,13.36,4.778
1435,라사16a76b,"POLYGON ((1016000 1976500, 1016000 1977000, 1016500 1977000, 1016500 1976500, 1016000 1976500))",4.836,5.379,13.903,4.946,12.867,5.165
1436,라사16a77a,"POLYGON ((1016000 1977000, 1016000 1977500, 1016500 1977500, 1016500 1977000, 1016000 1977000))",5.452,5.995,13.536,4.579,12.5,5.781
1437,라사16a77b,"POLYGON ((1016000 1977500, 1016000 1978000, 1016500 1978000, 1016500 1977500, 1016000 1977500))",6.145,6.688,13.423,4.466,12.387,6.399
1438,라사16a78a,"POLYGON ((1016000 1978000, 1016000 1978500, 1016500 1978500, 1016500 1978000, 1016000 1978000))",6.625,7.168,13.903,4.945,12.867,6.878
1439,라사16a78b,"POLYGON ((1016000 1978500, 1016000 1979000, 1016500 1979000, 1016500 1978500, 1016000 1978500))",8.416,7.655,10.473,4.259,11.183,5.572
1440,라사16a79a,"POLYGON ((1016000 1979000, 1016000 1979500, 1016500 1979500, 1016500 1979000, 1016000 1979000))",8.26,7.499,9.944,3.729,11.65,5.042
1441,라사16a79b,"POLYGON ((1016000 1979500, 1016000 1980000, 1016500 1980000, 1016500 1979500, 1016000 1979500))",9.836,9.411,11.733,4.941,11.864,6.254
1442,라사16a80a,"POLYGON ((1016000 1980000, 1016000 1980500, 1016500 1980500, 1016500 1980000, 1016000 1980000))",9.754,8.809,11.13,5.753,11.84,6.229
1443,라사16a80b,"POLYGON ((1016000 1980500, 1016000 1981000, 1016500 1981000, 1016500 1980500, 1016000 1980500))",9.109,8.348,10.669,5.292,11.379,5.767
1444,라사16a81a,"POLYGON ((1016000 1981000, 1016000 1981500, 1016500 1981500, 1016500 1981000, 1016000 1981000))",9.675,9.333,10.994,5.616,11.704,6.092
1445,라사16a81b,"POLYGON ((1016000 1981500, 1016000 1982000, 1016500 1982000, 1016500 1981500, 1016000 1981500))",9.913,9.571,11.232,5.856,11.942,6.331
1446,라사16a82a,"POLYGON ((1016000 1982000, 1016000 1982500, 1016500 1982500, 1016500 1982000, 1016000 1982000))",6.536,6.193,7.855,6.894,8.565,3.348
1447,라사16a82b,"POLYGON ((1016000 1982500, 1016000 1983000, 1016500 1983000, 1016500 1982500, 1016000 1982500))",6.233,5.889,7.55,6.59,8.261,3.044
1448,라사16a83a,"POLYGON ((1016000 1983000, 1016000 1983500, 1016500 1983500, 1016500 1983000, 1016000 1983000))",6.643,6.299,7.961,7.0,8.671,3.454
1449,라사16a83b,"POLYGON ((1016000 1983500, 1016000 1984000, 1016500 1984000, 1016500 1983500, 1016000 1983500))",5.148,4.778,6.401,5.374,7.177,3.594
1450,라사16a84a,"POLYGON ((1016000 1984000, 1016000 1984500, 1016500 1984500, 1016500 1984000, 1016000 1984000))",4.979,4.609,6.231,5.205,7.007,4.362
1451,라사16a84b,"POLYGON ((1016000 1984500, 1016000 1985000, 1016500 1985000, 1016500 1984500, 1016000 1984500))",4.923,3.87,5.483,4.456,6.643,3.756
1452,라사16a85a,"POLYGON ((1016000 1985000, 1016000 1985500, 1016500 1985500, 1016500 1985000, 1016000 1985000))",4.428,3.375,4.988,3.962,6.149,3.261
1453,라사16a85b,"POLYGON ((1016000 1985500, 1016000 1986000, 1016500 1986000, 1016500 1985500, 1016000 1985500))",4.262,3.209,4.822,3.796,5.982,3.095
1454,라사16a86a,"POLYGON ((1016000 1986000, 1016000 1986500, 1016500 1986500, 1016500 1986000, 1016000 1986000))",10.622,10.049,9.875,3.318,13.475,14.296
1455,라사16a86b,"POLYGON ((1016000 1986500, 1016000 1987000, 1016500 1987000, 1016500 1986500, 1016000 1986500))",10.008,9.434,9.26,2.703,12.861,12.576
1456,라사16a87a,"POLYGON ((1016000 1987000, 1016000 1987500, 1016500 1987500, 1016500 1987000, 1016000 1987000))",9.288,5.352,8.541,1.984,12.141,11.775
1457,라사16a87b,"POLYGON ((1016000 1987500, 1016000 1988000, 1016500 1988000, 1016500 1987500, 1016000 1987500))",9.1,5.163,8.352,1.795,11.953,11.586
1458,라사16a88a,"POLYGON ((1016000 1988000, 1016000 1988500, 1016500 1988500, 1016500 1988000, 1016000 1988000))",8.599,4.662,7.851,0.815,11.451,9.29
1459,라사16a88b,"POLYGON ((1016000 1988500, 1016000 1989000, 1016500 1989000, 1016500 1988500, 1016000 1988500))",8.842,4.906,8.095,0.928,11.695,8.154
1460,라사16a89a,"POLYGON ((1016000 1989000, 1016000 1989500, 1016500 1989500, 1016500 1989000, 1016000 1989000))",8.106,4.17,7.358,1.329,10.959,7.418
1461,라사16a89b,"POLYGON ((1016000 1989500, 1016000 1990000, 1016500 1990000, 1016500 1989500, 1016000 1989500))",8.333,4.396,7.585,1.555,11.185,7.379
1462,라사16a90a,"POLYGON ((1016000 1990000, 1016000 1990500, 1016500 1990500, 1016500 1990000, 1016000 1990000))",9.028,5.092,8.28,2.25,11.881,8.074
1463,라사16a90b,"POLYGON ((1016000 1990500, 1016000 1991000, 1016500 1991000, 1016500 1990500, 1016000 1990500))",7.807,3.871,7.059,3.815,10.66,6.854
1464,라사16a91a,"POLYGON ((1016000 1991000, 1016000 1991500, 1016500 1991500, 1016500 1991000, 1016000 1991000))",7.419,3.482,6.671,3.427,10.272,6.465
1465,라사16a91b,"POLYGON ((1016000 1991500, 1016000 1992000, 1016500 1992000, 1016500 1991500, 1016000 1991500))",7.608,3.673,6.86,3.016,10.609,6.656
1466,라사16a92a,"POLYGON ((1016000 1992000, 1016000 1992500, 1016500 1992500, 1016500 1992000, 1016000 1992000))",6.968,3.032,6.219,2.376,9.82,6.015
1467,라사16a92b,"POLYGON ((1016000 1992500, 1016000 1993000, 1016500 1993000, 1016500 1992500, 1016000 1992500))",7.203,3.267,6.454,2.61,10.056,6.249
1468,라사16a93a,"POLYGON ((1016000 1993000, 1016000 1993500, 1016500 1993500, 1016500 1993000, 1016000 1993000))",7.698,3.761,6.949,2.946,10.55,6.744
1469,라사16a93b,"POLYGON ((1016000 1993500, 1016000 1994000, 1016500 1994000, 1016500 1993500, 1016000 1993500))",8.22,4.283,7.471,3.468,11.072,7.266
1470,라사16a94a,"POLYGON ((1016000 1994000, 1016000 1994500, 1016500 1994500, 1016500 1994000, 1016000 1994000))",9.139,5.203,8.39,4.547,11.991,8.186
1471,라사16a94b,"POLYGON ((1016000 1994500, 1016000 1995000, 1016500 1995000, 1016500 1994500, 1016000 1994500))",8.951,5.015,8.203,4.36,11.804,7.998
1472,라사16a95a,"POLYGON ((1016000 1995000, 1016000 1995500, 1016500 1995500, 1016500 1995000, 1016000 1995000))",9.106,5.17,8.358,4.514,11.959,8.153
1473,라사16a95b,"POLYGON ((1016000 1995500, 1016000 1996000, 1016500 1996000, 1016500 1995500, 1016000 1995500))",8.988,7.641,6.849,6.143,12.607,8.8
1474,라사16a96a,"POLYGON ((1016000 1996000, 1016000 1996500, 1016500 1996500, 1016500 1996000, 1016000 1996000))",9.349,8.001,7.209,6.504,12.967,9.161
1475,라사16a96b,"POLYGON ((1016000 1996500, 1016000 1997000, 1016500 1997000, 1016500 1996500, 1016000 1996500))",10.59,9.656,8.45,4.8,14.208,10.402
1476,라사16a97a,"POLYGON ((1016000 1997000, 1016000 1997500, 1016500 1997500, 1016500 1997000, 1016000 1997000))",16.89,15.338,14.519,4.291,19.891,15.007
1477,라사16a97b,"POLYGON ((1016000 1997500, 1016000 1998000, 1016500 1998000, 1016500 1997500, 1016000 1997500))",12.003,11.068,9.863,2.509,15.621,11.815
1478,라사16a98a,"POLYGON ((1016000 1998000, 1016000 1998500, 1016500 1998500, 1016500 1998000, 1016000 1998000))",11.89,10.956,9.75,9.362,15.508,11.702
1479,라사16a98b,"POLYGON ((1016000 1998500, 1016000 1999000, 1016500 1999000, 1016500 1998500, 1016000 1998500))",15.18,15.064,12.81,2.58,20.11,13.298
1480,라사16a99a,"POLYGON ((1016000 1999000, 1016000 1999500, 1016500 1999500, 1016500 1999000, 1016000 1999000))",15.373,15.257,13.003,2.774,20.303,13.491
1481,라사16a99b,"POLYGON ((1016000 1999500, 1016000 2000000, 1016500 2000000, 1016500 1999500, 1016000 1999500))",15.206,15.09,12.835,2.607,20.136,13.324
1482,라사16b68b,"POLYGON ((1016500 1968500, 1016500 1969000, 1017000 1969000, 1017000 1968500, 1016500 1968500))",6.937,6.589,23.161,1.857,22.126,13.106
1483,라사16b69a,"POLYGON ((1016500 1969000, 1016500 1969500, 1017000 1969500, 1017000 1969000, 1016500 1969000))",7.084,6.736,23.309,2.004,22.274,13.254
1484,라사16b69b,"POLYGON ((1016500 1969500, 1016500 1970000, 1017000 1970000, 1017000 1969500, 1016500 1969500))",8.042,7.695,21.999,1.949,20.964,10.304
1485,라사16b70a,"POLYGON ((1016500 1970000, 1016500 1970500, 1017000 1970500, 1017000 1970000, 1016500 1970000))",8.417,8.069,21.98,1.929,20.945,10.285
1486,라사16b70b,"POLYGON ((1016500 1970500, 1016500 1971000, 1017000 1971000, 1017000 1970500, 1016500 1970500))",8.956,8.609,22.238,1.908,21.203,8.836
1487,라사16b71a,"POLYGON ((1016500 1971000, 1016500 1971500, 1017000 1971500, 1017000 1971000, 1016500 1971000))",7.99,8.532,22.444,2.332,21.408,8.32
1488,라사16b71b,"POLYGON ((1016500 1971500, 1016500 1972000, 1017000 1972000, 1017000 1971500, 1016500 1971500))",8.015,8.557,21.655,2.949,20.619,8.344
1489,라사16b72a,"POLYGON ((1016500 1972000, 1016500 1972500, 1017000 1972500, 1017000 1972000, 1016500 1972000))",7.003,7.545,20.644,3.443,19.607,7.332
1490,라사16b72b,"POLYGON ((1016500 1972500, 1016500 1973000, 1017000 1973000, 1017000 1972500, 1016500 1972500))",6.258,6.799,20.41,3.912,19.374,6.587
1491,라사16b73a,"POLYGON ((1016500 1973000, 1016500 1973500, 1017000 1973500, 1017000 1973000, 1016500 1973000))",6.058,6.6,21.077,4.578,20.04,6.387
1492,라사16b73b,"POLYGON ((1016500 1973500, 1016500 1974000, 1017000 1974000, 1017000 1973500, 1016500 1973500))",8.143,8.684,18.933,7.032,17.896,8.472
1493,라사16b74a,"POLYGON ((1016500 1974000, 1016500 1974500, 1017000 1974500, 1017000 1974000, 1016500 1974000))",8.38,8.921,19.17,7.269,18.134,8.709
1494,라사16b74b,"POLYGON ((1016500 1974500, 1016500 1975000, 1017000 1975000, 1017000 1974500, 1016500 1974500))",4.617,5.159,23.9,5.201,22.863,4.946
1495,라사16b75a,"POLYGON ((1016500 1975000, 1016500 1975500, 1017000 1975500, 1017000 1975000, 1016500 1975000))",6.215,6.758,18.526,6.8,17.491,6.544
1496,라사16b75b,"POLYGON ((1016500 1975500, 1016500 1976000, 1017000 1976000, 1017000 1975500, 1016500 1975500))",5.54,6.083,18.791,6.125,17.755,5.869
1497,라사16b76a,"POLYGON ((1016500 1976000, 1016500 1976500, 1017000 1976500, 1017000 1976000, 1016500 1976000))",5.226,5.768,19.551,5.81,18.515,5.556
1498,라사16b76b,"POLYGON ((1016500 1976500, 1016500 1977000, 1017000 1977000, 1017000 1976500, 1016500 1976500))",10.594,13.511,16.484,7.526,15.448,9.477
1499,라사16b77a,"POLYGON ((1016500 1977000, 1016500 1977500, 1017000 1977500, 1017000 1977000, 1016500 1977000))",5.734,6.277,13.42,4.463,12.384,6.063
1500,라사16b77b,"POLYGON ((1016500 1977500, 1016500 1978000, 1017000 1978000, 1017000 1977500, 1016500 1977500))",6.032,6.575,12.716,3.759,11.68,5.692
1501,라사16b78a,"POLYGON ((1016500 1978000, 1016500 1978500, 1017000 1978500, 1017000 1978000, 1016500 1978000))",6.818,9.583,12.556,3.598,11.52,5.531
1502,라사16b78b,"POLYGON ((1016500 1978500, 1016500 1979000, 1017000 1979000, 1017000 1978500, 1016500 1978500))",8.528,8.186,9.847,3.632,11.554,4.945
1503,라사16b79a,"POLYGON ((1016500 1979000, 1016500 1979500, 1017000 1979500, 1017000 1979000, 1016500 1979000))",8.104,7.762,9.423,3.208,11.13,4.521
1504,라사16b79b,"POLYGON ((1016500 1979500, 1016500 1980000, 1017000 1980000, 1017000 1979500, 1016500 1979500))",8.218,7.876,9.538,3.323,11.245,4.636
1505,라사16b80a,"POLYGON ((1016500 1980000, 1016500 1980500, 1017000 1980500, 1017000 1980000, 1016500 1980000))",7.588,7.246,8.907,3.53,9.617,4.006
1506,라사16b80b,"POLYGON ((1016500 1980500, 1016500 1981000, 1017000 1981000, 1017000 1980500, 1016500 1980500))",10.014,9.252,11.576,6.199,12.286,6.674
1507,라사16b81a,"POLYGON ((1016500 1981000, 1016500 1981500, 1017000 1981500, 1017000 1981000, 1016500 1981000))",10.366,10.024,11.686,6.308,12.395,6.784
1508,라사16b81b,"POLYGON ((1016500 1981500, 1016500 1982000, 1017000 1982000, 1017000 1981500, 1016500 1981500))",10.147,9.805,11.466,6.09,12.176,6.565
1509,라사16b82a,"POLYGON ((1016500 1982000, 1016500 1982500, 1017000 1982500, 1017000 1982000, 1016500 1982000))",10.745,10.403,12.064,6.687,12.774,7.163
1510,라사16b82b,"POLYGON ((1016500 1982500, 1016500 1983000, 1017000 1983000, 1017000 1982500, 1016500 1982500))",5.724,5.381,7.042,6.081,7.752,2.535
1511,라사16b83a,"POLYGON ((1016500 1983000, 1016500 1983500, 1017000 1983500, 1017000 1983000, 1016500 1983000))",5.808,5.107,6.73,5.703,7.837,2.62
1512,라사16b83b,"POLYGON ((1016500 1983500, 1016500 1984000, 1017000 1984000, 1017000 1983500, 1016500 1983500))",4.995,4.625,6.247,5.221,7.024,3.725
1513,라사16b84a,"POLYGON ((1016500 1984000, 1016500 1984500, 1017000 1984500, 1017000 1984000, 1016500 1984000))",4.308,3.939,5.551,4.525,6.472,3.692
1514,라사16b84b,"POLYGON ((1016500 1984500, 1016500 1985000, 1017000 1985000, 1017000 1984500, 1016500 1984500))",4.499,3.446,5.059,4.033,6.22,3.332
