,gid,고령인구,geometry,20년 노후건물 비율,생산가능인구,유아비율,총인구,개별주택가격,주거용도면적,공시지가,지상층수,용적율,지하층수,대지면적,연면적,높이,건폐율,건축면적,전체건물수,20년 이상 노후건물 수,노후건물비율,value_소방서,value_경찰서,value_병원,value_보건기관,value_응급의료시설,value_의원,읍면동
1169,라사33b97b,0.0,"POLYGON ((1033500 1997500, 1033500 1998000, 1034000 1998000, 1034000 1997500, 1033500 1997500))",0.0,0.0,0.0,0.0,72700000.0,103.05,3094.22,1.0,8.95,0.0,903.67,80.52,4.58,8.95,80.52,3.0,0.0,inf,27.014,21.918,27.659,7.158,27.659,30.335,북산면
1170,라사18b70a,10.0,"POLYGON ((1018500 1970000, 1018500 1970500, 1019000 1970500, 1019000 1970000, 1018500 1970000))",10.0,0.0,0.0,13.0,35266666.67,87.04,20343.99,1.0,28.79,0.0,850.0,318.91,6.8,29.11,320.11,7.0,1.0,7.0,8.64,8.293,20.779,1.042,19.743,13.771,남산면
1171,라사18a84a,9.0,"POLYGON ((1018000 1984000, 1018000 1984500, 1018500 1984500, 1018500 1984000, 1018000 1984000))",9.0,8.0,0.0,17.0,127000000.0,154.44,137317.76,1.24,17.47,1.0,1961.75,380.43,6.29,12.78,180.9,21.0,2.0,10.5,2.958,2.615,4.277,3.316,4.986,1.688,송암동
1171,라사18a84a,9.0,"POLYGON ((1018000 1984000, 1018000 1984500, 1018500 1984500, 1018500 1984000, 1018000 1984000))",9.0,8.0,0.0,17.0,127000000.0,154.44,137317.76,1.24,17.47,1.0,1961.75,380.43,6.29,12.78,180.9,21.0,2.0,10.5,2.958,2.615,4.277,3.316,4.986,1.688,온의동
1171,라사18a84a,9.0,"POLYGON ((1018000 1984000, 1018000 1984500, 1018500 1984500, 1018500 1984000, 1018000 1984000))",9.0,8.0,0.0,17.0,127000000.0,154.44,137317.76,1.24,17.47,1.0,1961.75,380.43,6.29,12.78,180.9,21.0,2.0,10.5,2.958,2.615,4.277,3.316,4.986,1.688,삼천동
1172,라사12b73b,0.0,"POLYGON ((1012500 1973500, 1012500 1974000, 1013000 1974000, 1013000 1973500, 1012500 1973500))",0.0,0.0,0.0,0.0,0.0,0.0,18691.16,1.2,18.5,0.0,1365.0,185.59,7.11,18.5,185.59,5.0,2.0,2.5,3.158,3.733,20.962,3.574,21.672,3.886,남산면
1173,라사11b75a,8.0,"POLYGON ((1011500 1975000, 1011500 1975500, 1012000 1975500, 1012000 1975000, 1011500 1975000))",8.0,6.0,0.0,15.0,53456250.0,75.11,19928.77,1.09,23.91,0.0,471.33,82.53,4.83,22.83,75.43,11.0,3.0,3.6666666666666665,2.314,2.889,20.118,2.731,20.828,3.042,남산면
1174,라사09b70b,15.0,"POLYGON ((1009500 1970500, 1009500 1971000, 1010000 1971000, 1010000 1970500, 1009500 1970500))",15.0,8.0,0.0,23.0,55218181.82,82.05,36644.51,1.11,27.17,0.0,410.11,64.3,3.91,25.02,70.19,18.0,11.0,1.6363636363636365,8.057,8.632,23.752,1.406,26.572,8.786,남면
1175,라사21b92a,76.0,"POLYGON ((1021500 1992000, 1021500 1992500, 1022000 1992500, 1022000 1992000, 1021500 1992000))",76.0,85.0,0.0,172.0,73733589.74,92.51,109114.92,1.29,45.33,1.0,750.27,179.42,6.81,32.33,116.81,94.0,43.0,2.186046511627907,0.774,1.299,2.164,0.558,6.714,2.377,신북읍
1176,라사10b95a,0.0,"POLYGON ((1010500 1995000, 1010500 1995500, 1011000 1995500, 1011000 1995000, 1010500 1995000))",0.0,0.0,0.0,0.0,88120000.0,106.08,15006.63,1.33,16.75,0.0,610.4,78.96,5.17,14.82,74.51,6.0,0.0,inf,19.042,10.395,15.832,7.172,21.895,18.089,서면
1177,라사10b97a,0.0,"POLYGON ((1010500 1997000, 1010500 1997500, 1011000 1997500, 1011000 1997000, 1010500 1997000))",0.0,0.0,0.0,0.0,52200000.0,72.52,3419.99,1.0,14.1,0.0,611.5,64.51,3.88,14.1,64.51,7.0,1.0,7.0,17.562,8.915,14.351,2.07,20.415,16.609,사북면
1178,라사19b87a,855.0,"POLYGON ((1019500 1987000, 1019500 1987500, 1020000 1987500, 1020000 1987000, 1019500 1987000))",855.0,2703.0,198.0,4073.0,92263690.48,100.8,607152.08,3.03,167.39,1.27,362.88,1332.65,18.83,63.86,207.73,210.0,82.0,2.5609756097560976,0.833,1.257,0.57,1.358,1.749,0.639,요선동
1178,라사19b87a,855.0,"POLYGON ((1019500 1987000, 1019500 1987500, 1020000 1987500, 1020000 1987000, 1019500 1987000))",855.0,2703.0,198.0,4073.0,92263690.48,100.8,607152.08,3.03,167.39,1.27,362.88,1332.65,18.83,63.86,207.73,210.0,82.0,2.5609756097560976,0.833,1.257,0.57,1.358,1.749,0.639,봉의동
1178,라사19b87a,855.0,"POLYGON ((1019500 1987000, 1019500 1987500, 1020000 1987500, 1020000 1987000, 1019500 1987000))",855.0,2703.0,198.0,4073.0,92263690.48,100.8,607152.08,3.03,167.39,1.27,362.88,1332.65,18.83,63.86,207.73,210.0,82.0,2.5609756097560976,0.833,1.257,0.57,1.358,1.749,0.639,소양로3가
1178,라사19b87a,855.0,"POLYGON ((1019500 1987000, 1019500 1987500, 1020000 1987500, 1020000 1987000, 1019500 1987000))",855.0,2703.0,198.0,4073.0,92263690.48,100.8,607152.08,3.03,167.39,1.27,362.88,1332.65,18.83,63.86,207.73,210.0,82.0,2.5609756097560976,0.833,1.257,0.57,1.358,1.749,0.639,근화동
1178,라사19b87a,855.0,"POLYGON ((1019500 1987000, 1019500 1987500, 1020000 1987500, 1020000 1987000, 1019500 1987000))",855.0,2703.0,198.0,4073.0,92263690.48,100.8,607152.08,3.03,167.39,1.27,362.88,1332.65,18.83,63.86,207.73,210.0,82.0,2.5609756097560976,0.833,1.257,0.57,1.358,1.749,0.639,소양로2가
1179,라사20a99b,0.0,"POLYGON ((1020000 1999500, 1020000 2000000, 1020500 2000000, 1020500 1999500, 1020000 1999500))",0.0,0.0,0.0,0.0,33800000.0,90.02,1873.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.259,10.265,7.888,3.668,14.474,8.377,사북면
1180,라사18a99b,7.0,"POLYGON ((1018000 1999500, 1018000 2000000, 1018500 2000000, 1018500 1999500, 1018000 1999500))",7.0,0.0,0.0,9.0,95112500.0,114.61,9883.74,1.13,16.2,0.0,739.0,72.44,4.99,15.83,70.31,16.0,2.0,8.0,13.396,13.402,11.026,1.888,18.327,11.514,사북면
1181,라사17b98a,14.0,"POLYGON ((1017500 1998000, 1017500 1998500, 1018000 1998500, 1018000 1998000, 1017500 1998000))",14.0,22.0,0.0,39.0,91610000.0,122.39,29276.23,1.3,21.02,1.0,768.27,88.6,6.34,15.93,69.91,32.0,5.0,6.4,13.6,12.767,11.23,0.895,17.32,11.718,사북면
1182,라사15b98a,0.0,"POLYGON ((1015500 1998000, 1015500 1998500, 1016000 1998500, 1016000 1998000, 1015500 1998000))",0.0,0.0,0.0,0.0,0.0,0.0,2559.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.549,10.614,9.409,3.166,15.167,11.361,사북면
1183,라사18b93b,14.0,"POLYGON ((1018500 1993500, 1018500 1994000, 1019000 1994000, 1019000 1993500, 1018500 1993500))",14.0,16.0,0.0,31.0,50905882.35,103.35,69245.98,1.12,20.09,1.0,19555.56,217.98,5.15,19.58,198.25,33.0,10.0,3.3,5.63,4.051,3.26,4.107,9.017,5.211,신북읍
1184,라아33a02b,0.0,"POLYGON ((1033000 2002500, 1033000 2003000, 1033500 2003000, 1033500 2002500, 1033000 2002500))",0.0,0.0,0.0,6.0,13805833.33,86.49,5986.15,1.0,20.56,0.0,445.0,96.09,0.0,20.56,96.09,2.0,2.0,1.0,15.799,10.704,16.444,5.29,16.444,16.511,북산면
1185,라사20a87b,137.0,"POLYGON ((1020000 1987500, 1020000 1988000, 1020500 1988000, 1020500 1987500, 1020000 1987500))",137.0,297.0,10.0,464.0,182335000.0,92.7,48731.72,4.33,34.6,1.0,416.5,1564.36,20.89,29.25,260.74,15.0,11.0,1.3636363636363635,1.882,2.036,1.62,2.407,2.326,0.486,봉의동
1185,라사20a87b,137.0,"POLYGON ((1020000 1987500, 1020000 1988000, 1020500 1988000, 1020500 1987500, 1020000 1987500))",137.0,297.0,10.0,464.0,182335000.0,92.7,48731.72,4.33,34.6,1.0,416.5,1564.36,20.89,29.25,260.74,15.0,11.0,1.3636363636363635,1.882,2.036,1.62,2.407,2.326,0.486,소양로1가
1185,라사20a87b,137.0,"POLYGON ((1020000 1987500, 1020000 1988000, 1020500 1988000, 1020500 1987500, 1020000 1987500))",137.0,297.0,10.0,464.0,182335000.0,92.7,48731.72,4.33,34.6,1.0,416.5,1564.36,20.89,29.25,260.74,15.0,11.0,1.3636363636363635,1.882,2.036,1.62,2.407,2.326,0.486,소양로2가
1186,라사13b72b,0.0,"POLYGON ((1013500 1972500, 1013500 1973000, 1014000 1973000, 1014000 1972500, 1013500 1972500))",0.0,0.0,0.0,0.0,70100000.0,124.16,15599.07,1.0,24.12,0.0,558.5,88.77,3.97,24.12,88.77,3.0,0.0,inf,5.58,6.155,23.383,5.996,24.093,6.308,남면
1187,라사24a88b,0.0,"POLYGON ((1024000 1988500, 1024000 1989000, 1024500 1989000, 1024500 1988500, 1024000 1988500))",0.0,13.0,0.0,17.0,207333333.33,136.22,37640.07,1.44,12.79,1.0,1544.29,319.92,6.62,10.13,190.07,9.0,1.0,9.0,4.37,4.674,6.294,1.707,5.069,3.362,동면
1188,라사20b76b,0.0,"POLYGON ((1020500 1976500, 1020500 1977000, 1021000 1977000, 1021000 1976500, 1020500 1976500))",0.0,0.0,0.0,0.0,30300000.0,85.56,9963.07,1.0,0.0,0.0,0.0,63.71,0.0,0.0,63.71,2.0,2.0,1.0,14.934,14.215,17.188,3.423,16.151,10.181,동산면
1189,라사23b86a,19.0,"POLYGON ((1023500 1986000, 1023500 1986500, 1024000 1986500, 1024000 1986000, 1023500 1986000))",19.0,55.0,0.0,83.0,207094736.84,142.47,210522.75,1.78,32.91,1.0,780.63,256.97,8.78,19.04,144.05,46.0,7.0,6.571428571428571,3.377,2.698,5.238,4.858,3.456,1.804,동면
1190,라사10b77b,0.0,"POLYGON ((1010500 1977500, 1010500 1978000, 1011000 1978000, 1011000 1977500, 1010500 1977500))",0.0,0.0,0.0,0.0,0.0,0.0,10162.88,1.0,0.0,0.0,0.0,99.36,0.0,0.0,99.36,1.0,1.0,1.0,5.674,4.913,17.708,4.755,18.418,5.067,남산면
1191,라사23a85a,0.0,"POLYGON ((1023000 1985000, 1023000 1985500, 1023500 1985500, 1023500 1985000, 1023000 1985000))",0.0,0.0,0.0,6.0,198000000.0,81.6,94557.02,1.4,15.86,1.0,3577.8,375.86,7.11,12.68,222.2,5.0,4.0,1.25,4.114,1.779,4.301,3.758,2.956,0.911,동내면
1191,라사23a85a,0.0,"POLYGON ((1023000 1985000, 1023000 1985500, 1023500 1985500, 1023500 1985000, 1023000 1985000))",0.0,0.0,0.0,6.0,198000000.0,81.6,94557.02,1.4,15.86,1.0,3577.8,375.86,7.11,12.68,222.2,5.0,4.0,1.25,4.114,1.779,4.301,3.758,2.956,0.911,석사동
1192,라사17a85a,0.0,"POLYGON ((1017000 1985000, 1017000 1985500, 1017500 1985500, 1017500 1985000, 1017000 1985000))",0.0,0.0,0.0,6.0,122750000.0,61.92,47973.87,1.5,23.71,0.0,628.0,95.44,8.8,13.89,64.61,2.0,0.0,inf,4.101,3.048,4.66,3.634,5.821,2.934,삼천동
1193,라아17a02b,0.0,"POLYGON ((1017000 2002500, 1017000 2003000, 1017500 2003000, 1017500 2002500, 1017000 2002500))",0.0,0.0,0.0,0.0,28300000.0,90.6,1971.71,1.0,34.0,0.0,90.0,30.6,3.2,34.0,30.6,1.0,1.0,1.0,19.447,21.018,17.075,6.848,24.378,17.564,사북면
1194,라사23a74b,0.0,"POLYGON ((1023000 1974500, 1023000 1975000, 1023500 1975000, 1023500 1974500, 1023000 1974500))",0.0,6.0,0.0,10.0,0.0,0.0,8523.61,1.6,26.3,1.0,35433.25,2910.96,9.04,14.57,1002.1,5.0,2.0,2.5,11.196,12.669,16.775,2.397,15.154,11.26,동산면
1195,라사08b84a,0.0,"POLYGON ((1008500 1984000, 1008500 1984500, 1009000 1984500, 1009000 1984000, 1008500 1984000))",0.0,0.0,0.0,10.0,46160000.0,108.79,8044.71,1.17,26.82,1.0,522.4,140.1,0.0,21.58,101.25,6.0,5.0,1.2,11.81,11.048,21.824,2.61,22.534,13.656,서면
1196,라사15b75a,0.0,"POLYGON ((1015500 1975000, 1015500 1975500, 1016000 1975500, 1016000 1975000, 1015500 1975000))",0.0,0.0,0.0,0.0,62766666.67,128.12,11507.28,1.0,29.61,0.0,560.0,128.12,3.7,29.61,128.12,3.0,3.0,1.0,4.025,4.566,23.307,4.608,22.27,4.354,남산면
1196,라사15b75a,0.0,"POLYGON ((1015500 1975000, 1015500 1975500, 1016000 1975500, 1016000 1975000, 1015500 1975000))",0.0,0.0,0.0,0.0,62766666.67,128.12,11507.28,1.0,29.61,0.0,560.0,128.12,3.7,29.61,128.12,3.0,3.0,1.0,4.025,4.566,23.307,4.608,22.27,4.354,신동면
1197,라사24a80b,27.0,"POLYGON ((1024000 1980500, 1024000 1981000, 1024500 1981000, 1024500 1980500, 1024000 1980500))",27.0,60.0,0.0,93.0,147575609.76,118.22,66546.13,1.56,25.91,1.0,541.6,131.59,6.85,20.23,101.57,55.0,10.0,5.5,3.266,5.459,9.566,3.436,7.943,3.329,동내면
1198,라사20b85b,872.0,"POLYGON ((1020500 1985500, 1020500 1986000, 1021000 1986000, 1021000 1985500, 1020500 1985500))",872.0,2634.0,35.0,3616.0,152202255.43,185.92,516576.32,2.06,132.86,1.0,237.65,244.77,9.84,55.47,105.33,755.0,533.0,1.416510318949343,1.037,0.772,1.729,1.92,1.327,0.48,효자동
1199,라사23a76b,8.0,"POLYGON ((1023000 1976500, 1023000 1977000, 1023500 1977000, 1023500 1976500, 1023000 1976500))",8.0,16.0,0.0,24.0,79110000.0,94.13,16370.76,1.2,18.07,0.0,706.17,113.6,5.96,16.04,108.2,15.0,4.0,3.75,8.323,9.796,13.902,1.385,12.281,8.387,동산면
1200,라사18b92a,12.0,"POLYGON ((1018500 1992000, 1018500 1992500, 1019000 1992500, 1019000 1992000, 1018500 1992000))",12.0,0.0,0.0,14.0,93250000.0,95.62,58309.97,1.22,18.43,0.0,523.0,77.24,4.88,18.5,77.41,9.0,2.0,4.5,5.269,1.117,4.522,0.981,8.122,4.316,서면
1200,라사18b92a,12.0,"POLYGON ((1018500 1992000, 1018500 1992500, 1019000 1992500, 1019000 1992000, 1018500 1992000))",12.0,0.0,0.0,14.0,93250000.0,95.62,58309.97,1.22,18.43,0.0,523.0,77.24,4.88,18.5,77.41,9.0,2.0,4.5,5.269,1.117,4.522,0.981,8.122,4.316,신동
1201,라사21a81b,0.0,"POLYGON ((1021000 1981500, 1021000 1982000, 1021500 1982000, 1021500 1981500, 1021000 1981500))",0.0,0.0,0.0,7.0,133200000.0,125.79,26270.84,1.0,20.45,0.0,1154.67,211.86,5.5,20.5,212.36,3.0,1.0,3.0,5.164,4.373,7.346,4.692,6.31,2.795,신동면
1202,라사29b72b,0.0,"POLYGON ((1029500 1972500, 1029500 1973000, 1030000 1973000, 1030000 1972500, 1029500 1972500))",0.0,0.0,0.0,0.0,0.0,0.0,2735.53,1.0,19.04,0.0,516.0,98.24,4.7,19.04,98.24,1.0,0.0,inf,14.267,11.175,10.473,5.779,12.05,8.507,동산면
1203,라사13a85a,6.0,"POLYGON ((1013000 1985000, 1013000 1985500, 1013500 1985500, 1013500 1985000, 1013000 1985000))",6.0,0.0,0.0,11.0,78100000.0,120.02,17852.93,1.11,21.57,1.0,551.83,83.55,5.24,22.75,86.08,9.0,2.0,4.5,13.765,15.717,16.441,9.884,18.087,15.65,서면
1204,라사17b80a,14.0,"POLYGON ((1017500 1980000, 1017500 1980500, 1018000 1980500, 1018000 1980000, 1017500 1980000))",14.0,21.0,0.0,37.0,111653333.33,116.54,31846.77,1.31,29.65,1.0,743.72,122.21,5.61,24.24,106.31,32.0,9.0,3.555555555555556,7.403,7.06,8.722,2.444,9.432,3.82,신동면
1205,라사15a66b,12.0,"POLYGON ((1015000 1966500, 1015000 1967000, 1015500 1967000, 1015500 1966500, 1015000 1966500))",12.0,11.0,0.0,23.0,106200000.0,103.39,27874.68,1.07,18.86,0.0,729.63,110.22,4.88,18.53,101.94,14.0,4.0,3.5,2.731,2.383,26.289,1.76,25.254,8.901,남산면
1206,라사18b84a,21.0,"POLYGON ((1018500 1984000, 1018500 1984500, 1019000 1984500, 1019000 1984000, 1018500 1984000))",21.0,112.0,0.0,144.0,285761904.76,234.42,136941.57,2.39,49.27,1.0,893.62,339.8,11.07,21.37,147.58,36.0,8.0,4.5,2.208,1.866,3.527,2.566,4.237,0.939,온의동
1206,라사18b84a,21.0,"POLYGON ((1018500 1984000, 1018500 1984500, 1019000 1984500, 1019000 1984000, 1018500 1984000))",21.0,112.0,0.0,144.0,285761904.76,234.42,136941.57,2.39,49.27,1.0,893.62,339.8,11.07,21.37,147.58,36.0,8.0,4.5,2.208,1.866,3.527,2.566,4.237,0.939,삼천동
1207,라아10a01b,0.0,"POLYGON ((1010000 2001500, 1010000 2002000, 1010500 2002000, 1010500 2001500, 1010000 2001500))",0.0,0.0,0.0,0.0,44800000.0,71.44,16932.79,1.0,20.68,0.0,337.5,71.34,4.8,20.68,71.34,2.0,1.0,2.0,19.074,3.366,16.785,3.466,18.506,17.854,사북면
1208,라사16b90b,8.0,"POLYGON ((1016500 1990500, 1016500 1991000, 1017000 1991000, 1017000 1990500, 1016500 1990500))",8.0,7.0,0.0,15.0,84525000.0,138.71,29247.7,1.0,33.44,1.0,641.5,116.45,5.9,34.01,138.17,5.0,2.0,2.5,6.913,2.977,6.166,2.921,9.766,5.96,서면
1209,라사03b69a,0.0,"POLYGON ((1003500 1969000, 1003500 1969500, 1004000 1969500, 1004000 1969000, 1003500 1969000))",0.0,0.0,0.0,8.0,86800000.0,108.41,38516.86,1.11,23.69,0.0,668.0,102.02,5.67,23.69,101.58,9.0,3.0,3.0,16.831,21.625,33.607,5.37,35.345,27.726,남면
1210,라사27a74b,20.0,"POLYGON ((1027000 1974500, 1027000 1975000, 1027500 1975000, 1027500 1974500, 1027000 1974500))",20.0,6.0,0.0,26.0,54018181.82,86.01,7972.49,1.05,25.1,1.0,964.73,165.75,4.57,24.16,150.12,19.0,10.0,1.9,17.723,16.347,15.644,3.045,17.222,13.678,동산면
1211,라사25a72a,0.0,"POLYGON ((1025000 1972000, 1025000 1972500, 1025500 1972500, 1025500 1972000, 1025000 1972000))",0.0,0.0,0.0,0.0,21050000.0,48.45,9913.03,1.05,20.23,0.0,399.0,502.25,4.76,16.25,480.85,21.0,8.0,2.625,14.257,16.71,16.065,23.167,18.032,15.821,동산면
1212,라사21b90b,6.0,"POLYGON ((1021500 1990500, 1021500 1991000, 1022000 1991000, 1022000 1990500, 1021500 1990500))",6.0,19.0,0.0,25.0,78637500.0,55.83,179737.9,1.18,21.52,0.0,1107.12,192.01,5.95,16.87,144.44,33.0,4.0,8.25,1.68,1.866,3.024,1.932,5.257,3.321,동면
1212,라사21b90b,6.0,"POLYGON ((1021500 1990500, 1021500 1991000, 1022000 1991000, 1022000 1990500, 1021500 1990500))",6.0,19.0,0.0,25.0,78637500.0,55.83,179737.9,1.18,21.52,0.0,1107.12,192.01,5.95,16.87,144.44,33.0,4.0,8.25,1.68,1.866,3.024,1.932,5.257,3.321,우두동
1213,라사24b78a,0.0,"POLYGON ((1024500 1978000, 1024500 1978500, 1025000 1978500, 1025000 1978000, 1024500 1978000))",0.0,0.0,0.0,0.0,55000000.0,122.96,3615.44,1.0,50.5,0.0,198.5,99.98,4.9,50.5,99.98,2.0,2.0,1.0,6.866,8.338,12.445,4.356,10.823,6.929,동산면
1214,라사13a71b,16.0,"POLYGON ((1013000 1971500, 1013000 1972000, 1013500 1972000, 1013500 1971500, 1013000 1971500))",16.0,14.0,0.0,32.0,48625000.0,86.15,42136.53,1.15,31.24,1.0,448.0,134.69,5.99,24.73,135.48,26.0,13.0,2.0,9.095,11.016,23.967,5.592,27.609,9.823,남면
1215,라사24a90b,21.0,"POLYGON ((1024000 1990500, 1024000 1991000, 1024500 1991000, 1024500 1990500, 1024000 1990500))",21.0,39.0,0.0,66.0,78921212.12,100.83,41920.9,1.13,21.31,1.0,555.96,107.2,5.89,18.56,99.37,45.0,15.0,3.0,4.867,5.053,6.307,1.609,6.605,4.897,동면
1216,라사12a92a,0.0,"POLYGON ((1012000 1992000, 1012000 1992500, 1012500 1992500, 1012500 1992000, 1012000 1992000))",0.0,0.0,0.0,6.0,68175000.0,93.09,54050.9,1.17,9.68,1.0,1055.6,85.46,4.55,7.83,78.3,24.0,4.0,6.0,13.037,9.1,12.29,8.286,15.89,12.085,서면
1217,라사12a73b,0.0,"POLYGON ((1012000 1973500, 1012000 1974000, 1012500 1974000, 1012500 1973500, 1012000 1973500))",0.0,0.0,0.0,0.0,66125000.0,92.77,14821.46,1.25,19.04,0.0,547.11,77.51,5.8,17.97,73.88,4.0,0.0,inf,10.244,10.82,25.117,6.742,28.759,10.973,남산면
1218,라사24b74b,14.0,"POLYGON ((1024500 1974500, 1024500 1975000, 1025000 1975000, 1025000 1974500, 1024500 1974500))",14.0,6.0,0.0,21.0,55300000.0,80.52,18833.16,1.0,19.15,0.0,707.14,144.04,5.99,19.15,144.04,17.0,3.0,5.666666666666667,13.919,15.392,18.205,5.119,17.876,13.983,동산면
1219,라사21b90a,0.0,"POLYGON ((1021500 1990000, 1021500 1990500, 1022000 1990500, 1022000 1990000, 1021500 1990000))",0.0,9.0,0.0,14.0,259680000.0,129.62,192415.5,1.53,19.09,1.0,2166.92,523.02,6.62,14.6,331.95,15.0,10.0,1.5,2.25,2.437,1.922,2.503,4.893,2.219,동면
1219,라사21b90a,0.0,"POLYGON ((1021500 1990000, 1021500 1990500, 1022000 1990500, 1022000 1990000, 1021500 1990000))",0.0,9.0,0.0,14.0,259680000.0,129.62,192415.5,1.53,19.09,1.0,2166.92,523.02,6.62,14.6,331.95,15.0,10.0,1.5,2.25,2.437,1.922,2.503,4.893,2.219,우두동
1220,라사06b70a,0.0,"POLYGON ((1006500 1970000, 1006500 1970500, 1007000 1970500, 1007000 1970000, 1006500 1970000))",0.0,6.0,0.0,9.0,67200000.0,118.2,45565.76,1.33,29.85,0.0,388.2,94.33,6.23,25.93,83.85,9.0,4.0,2.25,11.355,11.929,27.049,2.589,29.869,12.083,남면
1221,라사06a79a,13.0,"POLYGON ((1006000 1979000, 1006000 1979500, 1006500 1979500, 1006500 1979000, 1006000 1979000))",13.0,0.0,0.0,17.0,96287500.0,127.12,20501.55,1.57,30.34,1.0,858.33,130.94,7.23,21.51,98.46,23.0,7.0,3.2857142857142856,9.573,9.525,28.591,3.821,29.301,9.508,남산면
1222,라사12b74a,0.0,"POLYGON ((1012500 1974000, 1012500 1974500, 1013000 1974500, 1013000 1974000, 1012500 1974000))",0.0,6.0,0.0,9.0,77460000.0,122.47,25470.56,1.27,26.26,0.0,482.8,278.65,6.31,22.07,262.38,11.0,2.0,5.5,2.468,3.042,20.271,2.884,20.981,3.196,남산면
1223,라사15a89b,14.0,"POLYGON ((1015000 1989500, 1015000 1990000, 1015500 1990000, 1015500 1989500, 1015000 1989500))",14.0,17.0,0.0,31.0,121414285.71,98.09,26166.18,1.38,16.9,1.0,642.16,83.41,5.93,14.25,69.08,26.0,0.0,inf,9.255,5.319,8.508,1.705,12.108,8.301,서면
1224,라사18b95a,0.0,"POLYGON ((1018500 1995000, 1018500 1995500, 1019000 1995500, 1019000 1995000, 1018500 1995000))",0.0,6.0,0.0,13.0,90366666.67,121.84,23220.12,1.29,20.13,0.0,796.55,154.66,6.53,15.36,132.09,21.0,1.0,21.0,6.678,5.779,4.308,1.921,10.745,4.986,신북읍
1225,라사39b91a,11.0,"POLYGON ((1039500 1991000, 1039500 1991500, 1040000 1991500, 1040000 1991000, 1039500 1991000))",11.0,7.0,0.0,18.0,26468571.43,77.55,6047.04,1.0,22.17,0.0,487.5,60.29,3.9,22.17,60.29,5.0,1.0,5.0,45.49,11.091,19.85,0.661,35.204,44.201,북산면
1226,라사20a73a,0.0,"POLYGON ((1020000 1973000, 1020000 1973500, 1020500 1973500, 1020500 1973000, 1020000 1973000))",0.0,0.0,0.0,0.0,54500000.0,94.94,5940.79,1.0,9.32,0.0,570.0,53.13,4.45,9.32,53.13,2.0,0.0,inf,12.357,12.01,21.966,4.46,20.93,14.959,동산면
1227,라사20a74b,9.0,"POLYGON ((1020000 1974500, 1020000 1975000, 1020500 1975000, 1020500 1974500, 1020000 1974500))",9.0,22.0,0.0,31.0,0.0,0.0,11418.84,1.67,14.7,1.0,14863.0,1588.17,6.2,8.06,803.5,3.0,1.0,3.0,13.864,17.607,20.577,4.199,19.541,13.573,동산면
1228,라사06a79b,0.0,"POLYGON ((1006000 1979500, 1006000 1980000, 1006500 1980000, 1006500 1979500, 1006000 1979500))",0.0,0.0,0.0,0.0,47250000.0,111.41,18692.38,1.33,41.23,0.0,497.0,138.16,6.35,29.83,115.34,3.0,2.0,1.5,8.325,8.277,27.343,2.572,28.053,8.26,남산면
1229,라사22a90a,35.0,"POLYGON ((1022000 1990000, 1022000 1990500, 1022500 1990500, 1022500 1990000, 1022000 1990000))",35.0,79.0,0.0,122.0,206845714.29,117.14,219124.44,1.45,26.55,1.0,860.88,259.2,7.23,20.21,164.51,75.0,26.0,2.8846153846153846,2.178,2.364,2.264,2.431,4.332,2.561,동면
1230,라사17b83a,0.0,"POLYGON ((1017500 1983000, 1017500 1983500, 1018000 1983500, 1018000 1983000, 1017500 1983000))",0.0,0.0,0.0,0.0,0.0,0.0,44240.23,1.43,0.0,1.0,0.0,1374.06,6.55,0.0,634.61,14.0,0.0,inf,4.974,4.631,6.292,5.332,7.003,1.786,칠전동
1230,라사17b83a,0.0,"POLYGON ((1017500 1983000, 1017500 1983500, 1018000 1983500, 1018000 1983000, 1017500 1983000))",0.0,0.0,0.0,0.0,0.0,0.0,44240.23,1.43,0.0,1.0,0.0,1374.06,6.55,0.0,634.61,14.0,0.0,inf,4.974,4.631,6.292,5.332,7.003,1.786,송암동
1231,라사23a82a,64.0,"POLYGON ((1023000 1982000, 1023000 1982500, 1023500 1982500, 1023500 1982000, 1023000 1982000))",64.0,113.0,7.0,192.0,119150212.77,109.43,232727.34,1.35,38.21,1.0,755.35,214.86,7.03,29.52,150.85,86.0,57.0,1.5087719298245614,1.121,3.315,7.42,1.292,5.798,1.185,동내면
1232,라사30b97b,0.0,"POLYGON ((1030500 1997500, 1030500 1998000, 1031000 1998000, 1031000 1997500, 1030500 1997500))",0.0,6.0,0.0,7.0,76600000.0,128.05,3754.78,1.06,23.8,0.0,593.71,46.7,3.42,21.04,43.15,17.0,3.0,5.666666666666667,31.196,19.612,25.354,4.986,25.354,28.03,북산면
1233,라사22b84a,432.0,"POLYGON ((1022500 1984000, 1022500 1984500, 1023000 1984500, 1023000 1984000, 1022500 1984000))",432.0,1904.0,91.0,2631.0,356444444.44,307.23,398045.44,3.79,129.89,1.25,435.28,1228.8,14.47,51.57,221.98,137.0,3.0,45.66666666666666,3.145,0.873,4.905,1.948,3.56,1.027,동내면
