,gid,고령인구,geometry,20년 노후건물 비율,생산가능인구,유아비율,총인구,개별주택가격,주거용도면적,공시지가,지상층수,용적율,지하층수,대지면적,연면적,높이,건폐율,건축면적,전체건물수,20년 이상 노후건물 수,노후건물비율,value_소방서,value_경찰서,value_병원,value_보건기관,value_응급의료시설,value_의원,읍면동
3257,라사16b96b,0.0,"POLYGON ((1016500 1996500, 1016500 1997000, 1017000 1997000, 1017000 1996500, 1016500 1996500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.982,8.634,7.842,7.137,13.6,9.794,신북읍
3257,라사16b96b,0.0,"POLYGON ((1016500 1996500, 1016500 1997000, 1017000 1997000, 1017000 1996500, 1016500 1996500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.982,8.634,7.842,7.137,13.6,9.794,사북면
3258,라아40b04a,0.0,"POLYGON ((1040500 2004000, 1040500 2004500, 1041000 2004500, 1041000 2004000, 1040500 2004000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,북산면
3259,라사38a91b,0.0,"POLYGON ((1038000 1991500, 1038000 1992000, 1038500 1992000, 1038500 1991500, 1038000 1991500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.469,12.972,21.731,1.621,37.084,40.46,북산면
3260,라사08b77a,0.0,"POLYGON ((1008500 1977000, 1008500 1977500, 1009000 1977500, 1009000 1977000, 1008500 1977000))",0.0,0.0,0.0,0.0,0.0,0.0,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.436,10.677,23.471,10.519,24.181,10.829,남산면
3261,라사17b78a,0.0,"POLYGON ((1017500 1978000, 1017500 1978500, 1018000 1978500, 1018000 1978000, 1017500 1978000))",0.0,0.0,0.0,0.0,0.0,0.0,3375.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.186,9.45,12.423,3.465,11.387,6.337,신동면
3262,라사12b73a,0.0,"POLYGON ((1012500 1973000, 1012500 1973500, 1013000 1973500, 1013000 1973000, 1012500 1973000))",0.0,0.0,0.0,0.0,0.0,0.0,15794.47,1.0,0.0,0.0,0.0,390.95,5.44,0.0,390.95,7.0,1.0,7.0,3.679,4.254,21.483,4.095,22.193,4.407,남면
3262,라사12b73a,0.0,"POLYGON ((1012500 1973000, 1012500 1973500, 1013000 1973500, 1013000 1973000, 1012500 1973000))",0.0,0.0,0.0,0.0,0.0,0.0,15794.47,1.0,0.0,0.0,0.0,390.95,5.44,0.0,390.95,7.0,1.0,7.0,3.679,4.254,21.483,4.095,22.193,4.407,남산면
3263,라사29a94a,0.0,"POLYGON ((1029000 1994000, 1029000 1994500, 1029500 1994500, 1029500 1994000, 1029000 1994000))",0.0,0.0,0.0,0.0,0.0,0.0,626.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.892,38.082,32.518,11.683,32.051,34.727,북산면
3264,라사13b69b,0.0,"POLYGON ((1013500 1969500, 1013500 1970000, 1014000 1970000, 1014000 1969500, 1013500 1969500))",0.0,0.0,0.0,0.0,0.0,0.0,2985.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.147,8.721,25.265,5.214,24.228,8.875,남면
3264,라사13b69b,0.0,"POLYGON ((1013500 1969500, 1013500 1970000, 1014000 1970000, 1014000 1969500, 1013500 1969500))",0.0,0.0,0.0,0.0,0.0,0.0,2985.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.147,8.721,25.265,5.214,24.228,8.875,남산면
3265,라사07a72b,0.0,"POLYGON ((1007000 1972500, 1007000 1973000, 1007500 1973000, 1007500 1972500, 1007000 1972500))",0.0,0.0,0.0,0.0,0.0,0.0,2636.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.431,15.007,30.127,2.591,32.946,15.16,남면
3266,라아07a04a,0.0,"POLYGON ((1007000 2004000, 1007000 2004500, 1007500 2004500, 1007500 2004000, 1007000 2004000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.139,10.067,26.979,10.066,20.145,14.555,사북면
3267,라사12b80b,0.0,"POLYGON ((1012500 1980500, 1012500 1981000, 1013000 1981000, 1013000 1980500, 1012500 1980500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.921,5.159,15.935,5.001,16.645,5.313,서면
3268,라사41a91a,0.0,"POLYGON ((1041000 1991000, 1041000 1991500, 1041500 1991500, 1041500 1991000, 1041000 1991000))",0.0,0.0,0.0,0.0,0.0,0.0,2250.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.983,12.918,21.678,2.204,37.031,62.775,북산면
3269,라사31b84a,0.0,"POLYGON ((1031500 1984000, 1031500 1984500, 1032000 1984500, 1032000 1984000, 1031500 1984000))",0.0,0.0,0.0,0.0,0.0,0.0,2701.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.327,19.632,21.252,3.101,20.027,21.256,동면
3270,라사09b72a,0.0,"POLYGON ((1009500 1972000, 1009500 1972500, 1010000 1972500, 1010000 1972000, 1009500 1972000))",0.0,0.0,0.0,0.0,0.0,0.0,36221.92,1.0,0.0,0.0,0.0,68.22,0.0,0.0,44.73,3.0,1.0,3.0,6.197,6.773,24.002,5.079,24.712,6.926,남면
3271,라사09b88a,0.0,"POLYGON ((1009500 1988000, 1009500 1988500, 1010000 1988500, 1010000 1988000, 1009500 1988000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.902,19.096,22.285,15.951,23.931,21.494,서면
3272,라아32a05b,0.0,"POLYGON ((1032000 2005500, 1032000 2006000, 1032500 2006000, 1032500 2005500, 1032000 2005500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,북산면
3273,라사35b95a,0.0,"POLYGON ((1035500 1995000, 1035500 1995500, 1036000 1995500, 1036000 1995000, 1035500 1995000))",0.0,0.0,0.0,0.0,0.0,0.0,246.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.99,20.894,26.635,6.133,26.635,29.311,북산면
3274,라사33b92a,0.0,"POLYGON ((1033500 1992000, 1033500 1992500, 1034000 1992500, 1034000 1992000, 1033500 1992000))",0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.816,21.292,30.052,9.942,44.517,42.808,동면
3274,라사33b92a,0.0,"POLYGON ((1033500 1992000, 1033500 1992500, 1034000 1992500, 1034000 1992000, 1033500 1992000))",0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.816,21.292,30.052,9.942,44.517,42.808,북산면
3275,라사28b85b,0.0,"POLYGON ((1028500 1985500, 1028500 1986000, 1029000 1986000, 1029000 1985500, 1028500 1985500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.413,13.718,15.337,4.138,14.113,15.342,동면
3276,라사29a82b,0.0,"POLYGON ((1029000 1982500, 1029000 1983000, 1029500 1983000, 1029500 1982500, 1029000 1982500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.812,19.116,20.736,2.585,19.511,20.74,동면
3277,라사05a71a,0.0,"POLYGON ((1005000 1971000, 1005000 1971500, 1005500 1971500, 1005500 1971000, 1005000 1971000))",0.0,0.0,0.0,0.0,0.0,0.0,3436.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.626,14.58,29.32,2.165,32.519,14.733,남면
3278,라사07b97a,0.0,"POLYGON ((1007500 1997000, 1007500 1997500, 1008000 1997500, 1008000 1997000, 1007500 1997000))",0.0,0.0,0.0,0.0,103640000.0,121.94,6317.15,1.75,28.51,0.0,173.0,110.85,7.51,28.51,63.89,4.0,0.0,inf,21.029,12.383,17.819,2.397,23.882,20.076,사북면
3279,라사41a90b,0.0,"POLYGON ((1041000 1990500, 1041000 1991000, 1041500 1991000, 1041500 1990500, 1041000 1990500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.504,9.438,18.198,2.644,33.551,59.296,북산면
3280,라사05a83b,0.0,"POLYGON ((1005000 1983500, 1005000 1984000, 1005500 1984000, 1005500 1983500, 1005000 1983500))",0.0,0.0,0.0,0.0,0.0,0.0,2436.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.168,6.121,24.087,3.868,24.798,6.826,서면
3281,라아23a02a,0.0,"POLYGON ((1023000 2002000, 1023000 2002500, 1023500 2002500, 1023500 2002000, 1023000 2002000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15,14.343,11.778,7.13,19.081,12.267,사북면
3282,라사26b76a,0.0,"POLYGON ((1026500 1976000, 1026500 1976500, 1027000 1976500, 1027000 1976000, 1026500 1976000))",0.0,0.0,0.0,0.0,0.0,0.0,4565.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.987,20.462,16.909,4.309,18.488,19.052,동산면
3283,라사28a89b,0.0,"POLYGON ((1028000 1989500, 1028000 1990000, 1028500 1990000, 1028500 1989500, 1028000 1989500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.942,8.246,9.866,4.587,8.642,6.934,동면
3284,라아04b00b,0.0,"POLYGON ((1004500 2000500, 1004500 2001000, 1005000 2001000, 1005000 2000500, 1004500 2000500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.863,12.862,45.057,12.906,38.22,12.968,사북면
3285,라아40a01a,0.0,"POLYGON ((1040000 2001000, 1040000 2001500, 1040500 2001500, 1040500 2001000, 1040000 2001000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.423,17.186,17.069,14.019,17.069,17.135,북산면
3286,라사26b95b,0.0,"POLYGON ((1026500 1995500, 1026500 1996000, 1027000 1996000, 1027000 1995500, 1026500 1995500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.623,13.037,23.272,11.94,29.176,21.456,북산면
3287,라사14a93b,0.0,"POLYGON ((1014000 1993500, 1014000 1994000, 1014500 1994000, 1014500 1993500, 1014000 1993500))",0.0,0.0,0.0,0.0,0.0,0.0,2907.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.274,6.338,9.525,5.523,13.127,9.32,서면
3288,라사14a78a,0.0,"POLYGON ((1014000 1978000, 1014000 1978500, 1014500 1978500, 1014500 1978000, 1014000 1978000))",0.0,0.0,0.0,0.0,0.0,0.0,2383.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.206,5.445,13.125,5.287,14.833,5.598,신동면
3289,라아10a02b,0.0,"POLYGON ((1010000 2002500, 1010000 2003000, 1010500 2003000, 1010500 2002500, 1010000 2002500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,4.493,17.911,4.593,19.633,18.98,사북면
3290,라사09a68b,0.0,"POLYGON ((1009000 1968500, 1009000 1969000, 1009500 1969000, 1009500 1968500, 1009000 1968500))",0.0,0.0,0.0,0.0,0.0,0.0,7381.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.661,12.236,27.356,2.896,30.176,12.39,남면
3291,라사11a94b,0.0,"POLYGON ((1011000 1994500, 1011000 1995000, 1011500 1995000, 1011500 1994500, 1011000 1994500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.753,11.106,16.542,7.882,22.605,18.799,서면
3292,라사11b85a,0.0,"POLYGON ((1011500 1985000, 1011500 1985500, 1012000 1985500, 1012000 1985000, 1011500 1985000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.845,13.083,23.858,4.645,24.569,22.132,서면
3293,라사09b69b,0.0,"POLYGON ((1009500 1969500, 1009500 1970000, 1010000 1970000, 1010000 1969500, 1009500 1969500))",0.0,0.0,0.0,0.0,110000000.0,93.42,15532.57,1.0,18.16,0.0,562.75,63.03,5.26,20.93,67.81,4.0,1.0,4.0,8.767,9.342,24.462,2.134,27.282,9.496,남면
3294,라아14a01b,0.0,"POLYGON ((1014000 2001500, 1014000 2002000, 1014500 2002000, 1014500 2001500, 1014000 2001500))",0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.983,3.276,18.995,3.376,18.416,17.763,사북면
3295,라사04b76b,0.0,"POLYGON ((1004500 1976500, 1004500 1977000, 1005000 1977000, 1005000 1976500, 1004500 1976500))",0.0,0.0,0.0,0.0,0.0,0.0,4409.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.596,9.548,30.366,10.754,33.949,9.531,남산면
3296,라사27a87b,0.0,"POLYGON ((1027000 1987500, 1027000 1988000, 1027500 1988000, 1027500 1987500, 1027000 1987500))",0.0,0.0,0.0,0.0,0.0,0.0,2336.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.445,11.749,13.369,6.501,12.145,10.436,동면
3297,라사25a97b,0.0,"POLYGON ((1025000 1997500, 1025000 1998000, 1025500 1998000, 1025500 1997500, 1025000 1997500))",0.0,0.0,0.0,0.0,0.0,0.0,7780.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.656,9.535,9.286,7.267,15.159,7.394,신북읍
3298,라아07b06a,0.0,"POLYGON ((1007500 2006000, 1007500 2006500, 1008000 2006500, 1008000 2006000, 1007500 2006000))",0.0,0.0,0.0,0.0,15400000.0,37.8,10023.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.952,9.348,39.324,9.32,32.489,9.368,사북면
3299,라사09b71a,0.0,"POLYGON ((1009500 1971000, 1009500 1971500, 1010000 1971500, 1010000 1971000, 1009500 1971000))",0.0,0.0,0.0,0.0,0.0,0.0,13007.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.782,8.357,23.477,3.333,26.296,8.511,남면
3300,라사37b88a,0.0,"POLYGON ((1037500 1988000, 1037500 1988500, 1038000 1988500, 1038000 1988000, 1037500 1988000))",0.0,0.0,0.0,0.0,0.0,0.0,6010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.011,17.331,26.09,5.981,41.444,40.0,북산면
3301,라사09b94a,0.0,"POLYGON ((1009500 1994000, 1009500 1994500, 1010000 1994500, 1010000 1994000, 1009500 1994000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.423,11.776,17.213,8.553,23.276,19.47,서면
3302,라사22a72a,0.0,"POLYGON ((1022000 1972000, 1022000 1972500, 1022500 1972500, 1022500 1972000, 1022000 1972000))",0.0,0.0,0.0,0.0,0.0,0.0,2431.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.603,14.256,19.446,5.03,18.647,14.753,동산면
3303,라사26a78a,0.0,"POLYGON ((1026000 1978000, 1026000 1978500, 1026500 1978500, 1026500 1978000, 1026000 1978000))",0.0,0.0,0.0,0.0,0.0,0.0,3601.86,1.0,3.37,0.0,1806.0,60.94,3.72,3.37,60.94,1.0,0.0,inf,8.844,10.317,14.423,6.335,12.801,8.908,동산면
3304,라사38a87a,0.0,"POLYGON ((1038000 1987000, 1038000 1987500, 1038500 1987500, 1038500 1987000, 1038000 1987000))",0.0,0.0,0.0,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.488,17.808,26.567,6.458,41.921,40.477,북산면
3305,라사26b78b,0.0,"POLYGON ((1026500 1978500, 1026500 1979000, 1027000 1979000, 1027000 1978500, 1026500 1978500))",0.0,0.0,0.0,0.0,0.0,0.0,6572.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.652,9.674,13.779,7.651,12.157,7.544,동산면
3305,라사26b78b,0.0,"POLYGON ((1026500 1978500, 1026500 1979000, 1027000 1979000, 1027000 1978500, 1026500 1978500))",0.0,0.0,0.0,0.0,0.0,0.0,6572.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.652,9.674,13.779,7.651,12.157,7.544,동내면
3306,라사19a70a,0.0,"POLYGON ((1019000 1970000, 1019000 1970500, 1019500 1970500, 1019500 1970000, 1019000 1970000))",0.0,0.0,0.0,0.0,0.0,0.0,4513.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.066,8.718,21.204,1.468,20.169,14.197,남산면
3307,라아17a03b,0.0,"POLYGON ((1017000 2003500, 1017000 2004000, 1017500 2004000, 1017500 2003500, 1017000 2003500))",0.0,0.0,0.0,0.0,0.0,0.0,1710.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.438,22.009,18.066,7.838,25.368,18.555,사북면
3308,라사27a95b,0.0,"POLYGON ((1027000 1995500, 1027000 1996000, 1027500 1996000, 1027500 1995500, 1027000 1995500))",0.0,0.0,0.0,0.0,0.0,0.0,297.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.393,12.808,23.043,11.454,28.946,21.226,북산면
3309,라사31a94a,0.0,"POLYGON ((1031000 1994000, 1031000 1994500, 1031500 1994500, 1031500 1994000, 1031000 1994000))",0.0,0.0,0.0,0.0,0.0,0.0,630.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.028,23.445,29.654,8.818,29.187,31.862,북산면
3310,라사16a69a,0.0,"POLYGON ((1016000 1969000, 1016000 1969500, 1016500 1969500, 1016500 1969000, 1016000 1969000))",0.0,0.0,0.0,0.0,0.0,0.0,7668.87,1.0,33.17,0.0,5144.0,1706.31,5.7,37.19,1912.96,1.0,0.0,inf,7.495,7.147,23.72,2.415,22.684,13.665,남산면
3311,라사10a87a,0.0,"POLYGON ((1010000 1987000, 1010000 1987500, 1010500 1987500, 1010500 1987000, 1010000 1987000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.935,17.129,20.318,13.761,21.964,19.528,서면
3312,라사12a72b,0.0,"POLYGON ((1012000 1972500, 1012000 1973000, 1012500 1973000, 1012500 1972500, 1012000 1972500))",0.0,0.0,0.0,0.0,0.0,0.0,5103.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.563,10.138,24.436,6.061,28.078,10.292,남면
3312,라사12a72b,0.0,"POLYGON ((1012000 1972500, 1012000 1973000, 1012500 1973000, 1012500 1972500, 1012000 1972500))",0.0,0.0,0.0,0.0,0.0,0.0,5103.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.563,10.138,24.436,6.061,28.078,10.292,남산면
3313,라사26a78b,0.0,"POLYGON ((1026000 1978500, 1026000 1979000, 1026500 1979000, 1026500 1978500, 1026000 1978500))",0.0,0.0,0.0,0.0,0.0,0.0,2349.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,10.314,14.419,6.331,12.798,8.905,동산면
3313,라사26a78b,0.0,"POLYGON ((1026000 1978500, 1026000 1979000, 1026500 1979000, 1026500 1978500, 1026000 1978500))",0.0,0.0,0.0,0.0,0.0,0.0,2349.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,10.314,14.419,6.331,12.798,8.905,동내면
3314,라사36a86b,0.0,"POLYGON ((1036000 1986500, 1036000 1987000, 1036500 1987000, 1036500 1986500, 1036000 1986500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.066,23.942,31.99,12.592,30.766,29.055,동면
3315,라사10b86a,0.0,"POLYGON ((1010500 1986000, 1010500 1986500, 1011000 1986500, 1011000 1986000, 1010500 1986000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.694,17.18,20.369,13.812,22.015,19.579,서면
3316,라사16b68b,0.0,"POLYGON ((1016500 1968500, 1016500 1969000, 1017000 1969000, 1017000 1968500, 1016500 1968500))",0.0,0.0,0.0,0.0,0.0,0.0,7030.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.937,6.589,23.161,1.857,22.126,13.106,남산면
3317,라아33a00a,0.0,"POLYGON ((1033000 2000000, 1033000 2000500, 1033500 2000500, 1033500 2000000, 1033000 2000000))",0.0,0.0,0.0,0.0,0.0,0.0,3278.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.148,13.052,18.793,2.012,18.793,18.86,북산면
3318,라사27b82b,0.0,"POLYGON ((1027500 1982500, 1027500 1983000, 1028000 1983000, 1028000 1982500, 1027500 1982500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.558,6.743,10.775,5.473,9.43,5.828,동내면
3319,라사32a81b,0.0,"POLYGON ((1032000 1981500, 1032000 1982000, 1032500 1982000, 1032500 1981500, 1032000 1981500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,동면
3320,라사23b73b,0.0,"POLYGON ((1023500 1973500, 1023500 1974000, 1024000 1974000, 1024000 1973500, 1023500 1973500))",0.0,0.0,0.0,0.0,0.0,0.0,8677.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.588,14.062,15.752,3.153,16.546,12.652,동산면
3321,라아36a02b,0.0,"POLYGON ((1036000 2002500, 1036000 2003000, 1036500 2003000, 1036500 2002500, 1036000 2002500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,북산면
3322,라아08a01a,0.0,"POLYGON ((1008000 2001000, 1008000 2001500, 1008500 2001500, 1008500 2001000, 1008000 2001000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.004,5.296,18.714,5.397,20.436,19.784,사북면
3323,라사04b72a,0.0,"POLYGON ((1004500 1972000, 1004500 1972500, 1005000 1972500, 1005000 1972000, 1004500 1972000))",0.0,0.0,0.0,0.0,0.0,0.0,3280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.618,12.57,36.025,8.709,38.844,12.553,남면
3323,라사04b72a,0.0,"POLYGON ((1004500 1972000, 1004500 1972500, 1005000 1972500, 1005000 1972000, 1004500 1972000))",0.0,0.0,0.0,0.0,0.0,0.0,3280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.618,12.57,36.025,8.709,38.844,12.553,남산면
3324,라사08b96b,0.0,"POLYGON ((1008500 1996500, 1008500 1997000, 1009000 1997000, 1009000 1996500, 1008500 1996500))",0.0,0.0,0.0,0.0,12700000.0,49.5,10315.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.392,11.745,17.181,1.76,23.245,19.439,사북면
3325,라사32b90b,0.0,"POLYGON ((1032500 1990500, 1032500 1991000, 1033000 1991000, 1033000 1990500, 1032500 1990500))",0.0,0.0,0.0,0.0,0.0,0.0,566.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.198,28.503,30.122,12.436,28.898,27.188,동면
3326,라아24a00a,0.0,"POLYGON ((1024000 2000000, 1024000 2000500, 1024500 2000500, 1024500 2000000, 1024000 2000000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.906,9.211,13.301,8.642,19.119,11.353,신북읍
3327,라사11b85b,0.0,"POLYGON ((1011500 1985500, 1011500 1986000, 1012000 1986000, 1012000 1985500, 1011500 1985500))",0.0,0.0,0.0,0.0,0.0,0.0,28999.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.379,14.865,18.055,11.498,19.701,17.264,서면
3328,라사32a82a,0.0,"POLYGON ((1032000 1982000, 1032000 1982500, 1032500 1982500, 1032500 1982000, 1032000 1982000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.577,22.882,24.501,6.35,23.277,24.507,동면
3329,라사27b73b,0.0,"POLYGON ((1027500 1973500, 1027500 1974000, 1028000 1974000, 1028000 1973500, 1027500 1973500))",0.0,0.0,0.0,0.0,0.0,0.0,2789.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.874,20.326,19.682,15.152,21.649,19.641,동산면
3330,라아16a03a,0.0,"POLYGON ((1016000 2003000, 1016000 2003500, 1016500 2003500, 1016500 2003000, 1016000 2003000))",0.0,0.0,0.0,0.0,0.0,0.0,693.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.497,22.068,18.125,7.898,25.428,18.614,사북면
