,gid,고령인구,geometry,20년 노후건물 비율,생산가능인구,유아비율,총인구,개별주택가격,주거용도면적,공시지가,지상층수,용적율,지하층수,대지면적,연면적,높이,건폐율,건축면적,전체건물수,20년 이상 노후건물 수,노후건물비율,value_소방서,value_경찰서,value_병원,value_보건기관,value_응급의료시설,value_의원,읍면동,배수_score,경사도_score,산사태_길이,산사태_값(합)
2946,라사23a93a,6.0,"POLYGON ((1023000 1993000, 1023000 1993500, 1023500 1993500, 1023500 1993000, 1023000 1993000))",6.0,0.0,0.0,11.0,34800000.0,103.4,45074.65,1.0,19.25,0.0,2527.5,381.88,6.23,18.11,339.04,11.0,1.0,11.0,2.461,3.34,3.714,1.778,8.469,2.09,신북읍,3.46,2.47,437.0,1023.0
2947,라사23a93b,8.0,"POLYGON ((1023000 1993500, 1023000 1994000, 1023500 1994000, 1023500 1993500, 1023000 1993500))",8.0,12.0,0.0,20.0,80422222.22,103.17,42899.62,1.0,16.76,1.0,786.88,83.68,4.33,16.76,83.25,18.0,0.0,inf,2.571,3.449,3.366,1.346,8.579,1.658,신북읍,3.84,2.18,160.0,495.0
2948,라사23a94a,41.0,"POLYGON ((1023000 1994000, 1023000 1994500, 1023500 1994500, 1023500 1994000, 1023000 1994000))",41.0,84.0,0.0,133.0,82854166.67,107.4,67652.46,1.27,23.63,1.0,748.93,103.38,6.59,20.47,94.51,83.0,19.0,4.368421052631579,2.842,3.72,3.472,1.452,8.85,1.655,신북읍,2.57,2.03,1.0,5.0
2949,라사23a94b,30.0,"POLYGON ((1023000 1994500, 1023000 1995000, 1023500 1995000, 1023500 1994500, 1023000 1994500))",30.0,25.0,0.0,58.0,77653571.43,114.66,66743.49,1.06,24.04,1.0,487.82,113.48,5.57,24.76,111.73,36.0,15.0,2.4,3.22,4.099,3.851,1.715,9.228,1.716,신북읍,1.72,1.17,0.0,0.0
2950,라사23a95a,26.0,"POLYGON ((1023000 1995000, 1023000 1995500, 1023500 1995500, 1023500 1995000, 1023000 1995000))",26.0,32.0,0.0,58.0,57678400.0,102.65,40982.34,1.0,28.71,1.0,519.97,106.42,5.45,28.74,103.09,31.0,11.0,2.8181818181818183,4.089,4.968,3.952,2.002,10.097,2.003,신북읍,1.67,1.99,0.0,0.0
2951,라사23a95b,40.0,"POLYGON ((1023000 1995500, 1023000 1996000, 1023500 1996000, 1023500 1995500, 1023000 1995500))",40.0,45.0,0.0,88.0,62295454.55,114.68,56607.54,1.06,26.81,1.0,695.78,148.97,5.4,27.32,148.39,51.0,25.0,2.04,4.377,5.255,4.239,2.289,10.385,2.291,신북읍,2.16,2.87,0.0,0.0
2952,라사23a96a,9.0,"POLYGON ((1023000 1996000, 1023000 1996500, 1023500 1996500, 1023500 1996000, 1023000 1996000))",9.0,12.0,0.0,21.0,107400000.0,141.5,19751.07,1.17,17.26,1.0,2411.29,143.37,6.32,16.77,134.72,12.0,2.0,6.0,9.552,9.557,7.181,4.338,14.524,7.67,신북읍,2.11,5.74,1766.0,4758.0
2953,라사23a96b,0.0,"POLYGON ((1023000 1996500, 1023000 1997000, 1023500 1997000, 1023500 1996500, 1023000 1996500))",0.0,0.0,0.0,0.0,0.0,0.0,2650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.912,6.791,5.929,3.979,11.92,3.981,신북읍,2.0,6.0,2500.0,6335.0
2954,라사23a97a,0.0,"POLYGON ((1023000 1997000, 1023000 1997500, 1023500 1997500, 1023500 1997000, 1023000 1997000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.387,7.265,6.404,4.454,12.395,4.456,신북읍,2.0,5.89,2500.0,6353.0
2955,라사23a97b,0.0,"POLYGON ((1023000 1997500, 1023000 1998000, 1023500 1998000, 1023500 1997500, 1023000 1997500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.191,8.07,7.209,5.258,13.199,5.26,신북읍,1.85,5.28,2500.0,5690.0
2956,라사23a98a,0.0,"POLYGON ((1023000 1998000, 1023000 1998500, 1023500 1998500, 1023500 1998000, 1023000 1998000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.485,8.364,7.503,5.552,13.493,5.554,신북읍,1.04,5.12,2505.0,7618.0
2957,라사23a98b,0.0,"POLYGON ((1023000 1998500, 1023000 1999000, 1023500 1999000, 1023500 1998500, 1023000 1998500))",0.0,0.0,0.0,0.0,0.0,0.0,2370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,8.628,7.767,5.817,13.758,5.819,신북읍,1.0,5.42,2500.0,8622.0
2958,라사23a99a,0.0,"POLYGON ((1023000 1999000, 1023000 1999500, 1023500 1999500, 1023500 1999000, 1023000 1999000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.165,9.043,8.182,6.232,14.173,6.234,신북읍,1.0,5.92,2500.0,7491.0
2959,라사23a99b,0.0,"POLYGON ((1023000 1999500, 1023000 2000000, 1023500 2000000, 1023500 1999500, 1023000 1999500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.625,9.504,8.643,6.692,14.634,6.694,신북읍,1.0,5.8,5000.0,13396.0
2960,라사23a99b,0.0,"POLYGON ((1023000 1999500, 1023000 2000000, 1023500 2000000, 1023500 1999500, 1023000 1999500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.625,9.504,8.643,6.692,14.634,6.694,사북면,1.0,5.8,5000.0,13396.0
2961,라사23b70b,0.0,"POLYGON ((1023500 1970500, 1023500 1971000, 1024000 1971000, 1024000 1970500, 1023500 1970500))",0.0,0.0,0.0,0.0,0.0,0.0,41124.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,동산면,1.75,4.19,126.0,165.0
2962,라사23b71a,0.0,"POLYGON ((1023500 1971000, 1023500 1971500, 1024000 1971500, 1024000 1971000, 1023500 1971000))",0.0,0.0,0.0,0.0,0.0,0.0,61354.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.611,16.264,21.454,3.303,20.654,19.488,동산면,2.23,4.46,237.0,294.0
2963,라사23b71b,0.0,"POLYGON ((1023500 1971500, 1023500 1972000, 1024000 1972000, 1024000 1971500, 1023500 1971500))",0.0,0.0,0.0,0.0,0.0,0.0,35191.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.981,15.635,20.824,3.082,20.025,16.132,동산면,1.68,5.6,1055.0,1361.0
2964,라사23b72a,0.0,"POLYGON ((1023500 1972000, 1023500 1972500, 1024000 1972500, 1024000 1972000, 1023500 1972000))",0.0,0.0,0.0,0.0,0.0,0.0,6752.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.651,15.304,20.494,4.028,19.695,15.802,동산면,1.07,5.48,2494.0,5609.0
2965,라사23b72b,0.0,"POLYGON ((1023500 1972500, 1023500 1973000, 1024000 1973000, 1024000 1972500, 1023500 1972500))",0.0,0.0,0.0,0.0,0.0,0.0,2521.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.601,15.898,3.298,17.476,13.933,동산면,1.03,4.7,2497.0,6912.0
2966,라사23b73a,0.0,"POLYGON ((1023500 1973000, 1023500 1973500, 1024000 1973500, 1024000 1973000, 1023500 1973000))",0.0,0.0,0.0,0.0,48340000.0,52.65,17594.23,1.0,16.66,0.0,402.86,55.77,4.27,16.66,55.77,10.0,1.0,10.0,16.362,16.183,15.481,2.881,17.059,16.427,동산면,1.74,4.28,1363.0,4406.0
2967,라사23b73b,0.0,"POLYGON ((1023500 1973500, 1023500 1974000, 1024000 1974000, 1024000 1973500, 1023500 1973500))",0.0,0.0,0.0,0.0,0.0,0.0,8677.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.588,14.062,15.752,3.153,16.546,12.652,동산면,1.76,4.83,1813.0,4972.0
2968,라사23b74a,0.0,"POLYGON ((1023500 1974000, 1023500 1974500, 1024000 1974500, 1024000 1974000, 1023500 1974000))",0.0,0.0,0.0,0.0,0.0,0.0,15377.32,1.4,16.88,0.0,2303.0,1256.38,6.2,8.98,1220.0,5.0,2.0,2.5,12.382,13.855,16.669,3.583,16.34,12.446,동산면,1.56,4.85,1766.0,5317.0
2969,라사23b74b,0.0,"POLYGON ((1023500 1974500, 1023500 1975000, 1024000 1975000, 1024000 1974500, 1023500 1974500))",0.0,0.0,0.0,0.0,0.0,0.0,31166.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.435,28.01,19.84,15.139,21.808,27.816,동산면,1.2,3.95,2170.0,7117.0
2970,라사23b75a,13.0,"POLYGON ((1023500 1975000, 1023500 1975500, 1024000 1975500, 1024000 1975000, 1023500 1975000))",13.0,0.0,0.0,17.0,55055555.56,100.13,15806.76,1.0,17.7,1.0,608.89,74.73,4.72,17.7,74.12,16.0,5.0,3.2,10.807,12.279,16.386,2.008,14.764,10.871,동산면,1.72,3.79,1196.0,3392.0
2971,라사23b75b,6.0,"POLYGON ((1023500 1975500, 1023500 1976000, 1024000 1976000, 1024000 1975500, 1023500 1975500))",6.0,8.0,0.0,15.0,59150000.0,94.17,13098.09,1.17,27.63,0.0,656.0,162.14,5.49,24.69,158.32,12.0,7.0,1.7142857142857142,8.955,11.408,15.512,10.074,13.89,9.967,동산면,1.51,4.73,1370.0,4289.0
2972,라사23b76a,0.0,"POLYGON ((1023500 1976000, 1023500 1976500, 1024000 1976500, 1024000 1976000, 1023500 1976000))",0.0,0.0,0.0,6.0,34033333.33,67.53,11093.52,1.0,19.27,0.0,394.6,67.53,3.38,19.24,67.45,6.0,2.0,3.0,8.418,10.871,14.975,9.537,13.353,9.43,동산면,1.68,4.28,1550.0,4762.0
2973,라사23b76b,0.0,"POLYGON ((1023500 1976500, 1023500 1977000, 1024000 1977000, 1024000 1976500, 1023500 1976500))",0.0,0.0,0.0,6.0,61633333.33,110.26,9103.32,1.0,28.2,0.0,1008.57,233.52,4.93,29.15,242.38,9.0,5.0,1.8,28.857,31.095,21.263,18.855,23.23,29.239,동산면,1.18,4.31,2026.0,6592.0
2974,라사23b77a,7.0,"POLYGON ((1023500 1977000, 1023500 1977500, 1024000 1977500, 1024000 1977000, 1023500 1977000))",7.0,0.0,0.0,8.0,0.0,0.0,13003.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.815,12.289,16.394,2.757,14.772,10.88,동산면,1.7,4.22,1078.0,2977.0
2975,라사23b77b,0.0,"POLYGON ((1023500 1977500, 1023500 1978000, 1024000 1978000, 1024000 1977500, 1023500 1977500))",0.0,0.0,0.0,0.0,0.0,0.0,4319.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.251,32.171,22.338,19.931,24.305,30.315,동산면,1.11,4.92,2024.0,6494.0
2976,라사23b78a,0.0,"POLYGON ((1023500 1978000, 1023500 1978500, 1024000 1978500, 1024000 1978000, 1023500 1978000))",0.0,0.0,0.0,0.0,83350000.0,96.3,11227.71,1.0,16.99,0.0,568.0,112.33,4.95,16.99,112.33,3.0,1.0,3.0,30.824,32.744,22.911,20.504,24.878,30.888,동산면,1.44,4.03,1598.0,5156.0
2977,라사23b78b,0.0,"POLYGON ((1023500 1978500, 1023500 1979000, 1024000 1979000, 1024000 1978500, 1023500 1978500))",0.0,0.0,0.0,0.0,27650000.0,111.92,16465.5,1.09,21.93,0.0,822.83,124.31,5.85,19.23,118.1,11.0,1.0,11.0,5.889,8.342,12.446,7.008,10.824,6.901,동산면,2.44,3.94,1182.0,4069.0
2978,라사23b79a,0.0,"POLYGON ((1023500 1979000, 1023500 1979500, 1024000 1979500, 1024000 1979000, 1023500 1979000))",0.0,0.0,0.0,8.0,51200000.0,76.52,14045.7,1.07,17.75,1.0,1106.27,170.92,6.93,16.81,132.03,15.0,3.0,5.0,5.778,7.251,11.357,5.949,9.735,5.842,동산면,2.4,4.82,2682.0,8954.0
2979,라사23b79a,0.0,"POLYGON ((1023500 1979000, 1023500 1979500, 1024000 1979500, 1024000 1979000, 1023500 1979000))",0.0,0.0,0.0,8.0,51200000.0,76.52,14045.7,1.07,17.75,1.0,1106.27,170.92,6.93,16.81,132.03,15.0,3.0,5.0,5.778,7.251,11.357,5.949,9.735,5.842,동내면,2.4,4.82,2682.0,8954.0
2980,라사23b79b,0.0,"POLYGON ((1023500 1979500, 1023500 1980000, 1024000 1980000, 1024000 1979500, 1023500 1979500))",0.0,10.0,0.0,12.0,110100000.0,114.84,9882.39,1.25,25.21,0.0,407.25,90.63,6.35,25.03,81.43,4.0,2.0,2.0,6.623,9.075,13.181,7.741,11.558,7.634,동산면,1.3,3.56,3668.0,12440.0
2981,라사23b79b,0.0,"POLYGON ((1023500 1979500, 1023500 1980000, 1024000 1980000, 1024000 1979500, 1023500 1979500))",0.0,10.0,0.0,12.0,110100000.0,114.84,9882.39,1.25,25.21,0.0,407.25,90.63,6.35,25.03,81.43,4.0,2.0,2.0,6.623,9.075,13.181,7.741,11.558,7.634,동내면,1.3,3.56,3668.0,12440.0
2982,라사23b80a,35.0,"POLYGON ((1023500 1980000, 1023500 1980500, 1024000 1980500, 1024000 1980000, 1023500 1980000))",35.0,37.0,0.0,77.0,99034000.0,125.08,72446.89,1.23,40.89,1.0,550.84,173.12,6.17,23.1,166.79,48.0,30.0,1.6,3.656,5.521,9.626,3.827,8.004,3.72,동내면,2.04,2.74,456.0,1529.0
2983,라사23b80b,24.0,"POLYGON ((1023500 1980500, 1023500 1981000, 1024000 1981000, 1024000 1980500, 1023500 1980500))",24.0,32.0,0.0,59.0,114690000.0,121.01,101406.91,1.34,24.0,0.0,770.33,149.82,5.86,19.33,132.98,32.0,13.0,2.4615384615384617,3.101,4.966,9.071,3.272,7.449,3.165,동내면,3.1,1.75,26.0,82.0
2984,라사23b81a,45.0,"POLYGON ((1023500 1981000, 1023500 1981500, 1024000 1981500, 1024000 1981000, 1023500 1981000))",45.0,64.0,0.0,118.0,107304166.67,123.93,120627.19,1.2,30.91,1.0,704.69,142.73,5.66,27.73,133.45,77.0,43.0,1.7906976744186047,2.623,4.488,8.594,2.794,6.971,2.687,동내면,2.73,1.79,40.0,155.0
2985,라사23b81b,33.0,"POLYGON ((1023500 1981500, 1023500 1982000, 1024000 1982000, 1024000 1981500, 1023500 1981500))",33.0,38.0,0.0,74.0,128241379.31,119.88,121296.63,1.33,25.94,1.0,641.63,140.07,6.46,21.09,109.17,52.0,13.0,4.0,1.786,3.981,8.086,1.958,6.464,1.851,동내면,2.96,2.09,47.0,166.0
2986,라사23b82a,27.0,"POLYGON ((1023500 1982000, 1023500 1982500, 1024000 1982500, 1024000 1982000, 1023500 1982000))",27.0,57.0,0.0,93.0,143228947.37,130.05,120925.6,1.46,30.32,0.0,628.69,141.16,6.72,24.56,114.06,41.0,19.0,2.1578947368421053,1.573,3.768,7.872,1.745,6.25,1.638,동내면,2.5,2.97,365.0,1206.0
2987,라사23b82b,14.0,"POLYGON ((1023500 1982500, 1023500 1983000, 1024000 1983000, 1024000 1982500, 1023500 1982500))",14.0,14.0,0.0,28.0,169672222.22,124.52,128290.72,1.31,23.78,1.0,1305.82,216.93,6.41,19.09,164.91,55.0,9.0,6.111111111111111,0.43,3.507,8.491,1.128,7.558,1.908,동내면,2.76,2.05,65.0,216.0
2988,라사23b83a,45.0,"POLYGON ((1023500 1983000, 1023500 1983500, 1024000 1983500, 1024000 1983000, 1023500 1983000))",45.0,124.0,0.0,191.0,163577049.18,133.86,191792.63,1.47,33.85,1.0,737.38,190.47,7.38,23.49,128.88,99.0,40.0,2.475,0.57,3.016,7.048,1.258,5.703,2.048,동내면,3.29,1.59,0.0,0.0
2989,라사23b83b,32.0,"POLYGON ((1023500 1983500, 1023500 1984000, 1024000 1984000, 1024000 1983500, 1023500 1983500))",32.0,48.0,0.0,84.0,120719354.84,109.06,140126.99,1.33,25.0,1.0,798.67,130.96,5.88,19.95,108.41,48.0,23.0,2.0869565217391304,1.416,2.374,6.406,1.638,5.061,1.162,동내면,2.01,3.63,518.0,1658.0
2990,라사23b84a,7.0,"POLYGON ((1023500 1984000, 1023500 1984500, 1024000 1984500, 1024000 1984000, 1023500 1984000))",7.0,33.0,0.0,46.0,159984615.38,134.41,57005.25,1.52,23.13,1.0,478.15,98.17,5.69,13.01,53.45,25.0,1.0,25.0,2.584,1.903,5.935,3.074,4.59,2.213,동내면,1.3,3.36,1742.0,5240.0
2991,라사23b84b,37.0,"POLYGON ((1023500 1984500, 1023500 1985000, 1024000 1985000, 1024000 1984500, 1023500 1984500))",37.0,63.0,0.0,109.0,224057142.86,147.05,120886.28,1.54,27.2,1.0,641.87,154.1,7.0,19.23,104.16,65.0,21.0,3.095238095238096,2.622,2.012,6.044,3.31,4.699,2.636,동내면,2.34,3.47,984.0,2689.0
2992,라사23b85a,0.0,"POLYGON ((1023500 1985000, 1023500 1985500, 1024000 1985500, 1024000 1985000, 1023500 1985000))",0.0,0.0,0.0,7.0,167000000.0,142.47,74672.29,1.25,35.81,0.0,665.67,202.74,7.89,30.36,160.68,4.0,3.0,1.3333333333333333,3.63,1.828,5.365,3.343,4.019,2.452,동내면,1.44,4.26,5460.0,17946.0
2993,라사23b85a,0.0,"POLYGON ((1023500 1985000, 1023500 1985500, 1024000 1985500, 1024000 1985000, 1023500 1985000))",0.0,0.0,0.0,7.0,167000000.0,142.47,74672.29,1.25,35.81,0.0,665.67,202.74,7.89,30.36,160.68,4.0,3.0,1.3333333333333333,3.63,1.828,5.365,3.343,4.019,2.452,석사동,1.44,4.26,5460.0,17946.0
2994,라사23b85a,0.0,"POLYGON ((1023500 1985000, 1023500 1985500, 1024000 1985500, 1024000 1985000, 1023500 1985000))",0.0,0.0,0.0,7.0,167000000.0,142.47,74672.29,1.25,35.81,0.0,665.67,202.74,7.89,30.36,160.68,4.0,3.0,1.3333333333333333,3.63,1.828,5.365,3.343,4.019,2.452,동면,1.44,4.26,5460.0,17946.0
2995,라사23b85b,17.0,"POLYGON ((1023500 1985500, 1023500 1986000, 1024000 1986000, 1024000 1985500, 1023500 1985500))",17.0,147.0,9.0,185.0,329615384.62,208.6,148474.05,1.92,32.25,0.0,870.96,250.02,8.45,17.71,147.48,59.0,0.0,inf,3.835,2.52,4.865,4.034,3.519,2.013,동내면,1.38,2.79,3105.0,9456.0
2996,라사23b85b,17.0,"POLYGON ((1023500 1985500, 1023500 1986000, 1024000 1986000, 1024000 1985500, 1023500 1985500))",17.0,147.0,9.0,185.0,329615384.62,208.6,148474.05,1.92,32.25,0.0,870.96,250.02,8.45,17.71,147.48,59.0,0.0,inf,3.835,2.52,4.865,4.034,3.519,2.013,석사동,1.38,2.79,3105.0,9456.0
2997,라사23b85b,17.0,"POLYGON ((1023500 1985500, 1023500 1986000, 1024000 1986000, 1024000 1985500, 1023500 1985500))",17.0,147.0,9.0,185.0,329615384.62,208.6,148474.05,1.92,32.25,0.0,870.96,250.02,8.45,17.71,147.48,59.0,0.0,inf,3.835,2.52,4.865,4.034,3.519,2.013,동면,1.38,2.79,3105.0,9456.0
2998,라사23b86a,19.0,"POLYGON ((1023500 1986000, 1023500 1986500, 1024000 1986500, 1024000 1986000, 1023500 1986000))",19.0,55.0,0.0,83.0,207094736.84,142.47,210522.75,1.78,32.91,1.0,780.63,256.97,8.78,19.04,144.05,46.0,7.0,6.571428571428571,3.377,2.698,5.238,4.858,3.456,1.804,동면,2.13,3.23,239.0,593.0
2999,라사23b86b,25.0,"POLYGON ((1023500 1986500, 1023500 1987000, 1024000 1987000, 1024000 1986500, 1023500 1986500))",25.0,169.0,9.0,225.0,230375000.0,141.31,172242.16,1.77,33.9,1.04,571.75,174.79,7.19,20.41,104.95,130.0,6.0,21.666666666666668,3.088,2.661,4.981,5.183,3.612,2.573,동면,1.74,3.48,692.0,2388.0
3000,라사23b87a,24.0,"POLYGON ((1023500 1987000, 1023500 1987500, 1024000 1987500, 1024000 1987000, 1023500 1987000))",24.0,38.0,0.0,64.0,238176470.59,156.92,118649.65,1.44,23.08,1.0,698.4,141.94,6.42,18.92,121.36,28.0,7.0,4.0,2.878,2.451,4.833,3.765,3.118,2.226,동면,1.95,3.26,683.0,1991.0
3001,라사23b87b,28.0,"POLYGON ((1023500 1987500, 1023500 1988000, 1024000 1988000, 1024000 1987500, 1023500 1987500))",28.0,81.0,0.0,121.0,211416666.67,124.13,129043.68,1.45,22.62,1.0,636.44,234.17,6.4,16.87,196.45,65.0,8.0,8.125,2.803,2.414,4.796,3.809,3.081,2.096,동면,1.99,3.97,257.0,725.0
3002,라사23b88a,9.0,"POLYGON ((1023500 1988000, 1023500 1988500, 1024000 1988500, 1024000 1988000, 1023500 1988000))",9.0,27.0,0.0,37.0,177971428.57,104.23,115345.89,1.21,20.12,1.0,515.06,91.56,5.06,17.86,80.83,24.0,7.0,3.4285714285714284,2.71,2.825,5.01,2.937,3.48,2.056,동면,1.42,4.67,1129.0,3804.0
3003,라사23b88b,24.0,"POLYGON ((1023500 1988500, 1023500 1989000, 1024000 1989000, 1024000 1988500, 1023500 1988500))",24.0,39.0,0.0,67.0,212078571.43,103.88,64457.86,1.51,29.12,1.0,755.3,176.79,7.38,19.34,115.73,35.0,10.0,3.5,2.807,3.112,4.731,1.986,3.507,1.8,동면,1.83,4.08,1548.0,5276.0
3004,라사23b89a,0.0,"POLYGON ((1023500 1989000, 1023500 1989500, 1024000 1989500, 1024000 1989000, 1023500 1989000))",0.0,0.0,0.0,6.0,60166666.67,56.42,20183.45,1.2,18.24,0.0,760.33,117.91,4.13,14.76,89.26,5.0,1.0,5.0,3.113,3.417,5.037,2.605,3.813,2.106,동면,1.37,5.06,1989.0,6884.0
3005,라사23b89b,0.0,"POLYGON ((1023500 1989500, 1023500 1990000, 1024000 1990000, 1024000 1989500, 1023500 1989500))",0.0,0.0,0.0,0.0,0.0,0.0,8359.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.977,4.282,5.901,2.53,4.677,2.969,동면,1.01,4.82,2319.0,8080.0
3006,라사23b90a,0.0,"POLYGON ((1023500 1990000, 1023500 1990500, 1024000 1990500, 1024000 1990000, 1023500 1990000))",0.0,0.0,0.0,0.0,61100000.0,92.6,11108.08,1.0,15.37,0.0,975.0,124.76,9.1,17.65,135.87,2.0,2.0,1.0,5.73,5.919,8.235,6.235,11.888,9.365,동면,1.33,4.47,2011.0,6132.0
3007,라사23b90b,0.0,"POLYGON ((1023500 1990500, 1023500 1991000, 1024000 1991000, 1024000 1990500, 1023500 1990500))",0.0,0.0,0.0,0.0,0.0,0.0,10967.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.979,5.283,6.903,3.531,5.678,3.97,동면,1.45,4.33,1930.0,6195.0
3008,라사23b91a,0.0,"POLYGON ((1023500 1991000, 1023500 1991500, 1024000 1991500, 1024000 1991000, 1023500 1991000))",0.0,0.0,0.0,0.0,0.0,0.0,30447.05,1.0,14.51,0.0,3022.0,438.4,6.0,14.51,438.4,1.0,1.0,1.0,3.49,3.676,4.93,2.523,7.518,5.226,동면,1.46,0.98,1371.0,4046.0
3009,라사23b91b,16.0,"POLYGON ((1023500 1991500, 1023500 1992000, 1024000 1992000, 1024000 1991500, 1023500 1991500))",16.0,19.0,0.0,37.0,88670000.0,108.86,70139.49,1.19,21.89,0.0,632.39,124.07,5.97,19.87,106.26,36.0,4.0,9.0,3.329,3.515,4.769,2.674,6.853,5.066,동면,1.56,0.44,122.0,422.0
3010,라사23b91b,16.0,"POLYGON ((1023500 1991500, 1023500 1992000, 1024000 1992000, 1024000 1991500, 1023500 1991500))",16.0,19.0,0.0,37.0,88670000.0,108.86,70139.49,1.19,21.89,0.0,632.39,124.07,5.97,19.87,106.26,36.0,4.0,9.0,3.329,3.515,4.769,2.674,6.853,5.066,신북읍,1.56,0.44,122.0,422.0
3011,라사23b92a,52.0,"POLYGON ((1023500 1992000, 1023500 1992500, 1024000 1992500, 1024000 1992000, 1023500 1992000))",52.0,35.0,0.0,87.0,57384057.97,94.69,98119.37,1.1,27.13,1.0,800.81,195.7,5.24,23.07,127.84,58.0,30.0,1.933333333333333,2.067,2.369,4.565,2.685,8.193,4.442,신북읍,2.39,1.0,194.0,560.0
3012,라사23b92b,0.0,"POLYGON ((1023500 1992500, 1023500 1993000, 1024000 1993000, 1024000 1992500, 1023500 1992500))",0.0,0.0,0.0,6.0,0.0,0.0,60353.78,1.0,28.87,0.0,1679.67,175.1,5.62,28.87,175.1,21.0,0.0,inf,2.363,2.934,4.403,2.774,8.064,3.085,신북읍,3.72,1.21,104.0,292.0
3013,라사23b93a,0.0,"POLYGON ((1023500 1993000, 1023500 1993500, 1024000 1993500, 1024000 1993000, 1023500 1993000))",0.0,0.0,0.0,0.0,0.0,0.0,49093.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.825,3.704,4.078,2.142,8.834,2.454,신북읍,3.64,3.38,1527.0,4275.0
3014,라사23b93b,0.0,"POLYGON ((1023500 1993500, 1023500 1994000, 1024000 1994000, 1024000 1993500, 1023500 1993500))",0.0,0.0,0.0,0.0,0.0,0.0,16114.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.734,3.613,3.987,2.052,8.743,2.327,신북읍,2.31,3.22,1982.0,6594.0
3015,라사23b94a,0.0,"POLYGON ((1023500 1994000, 1023500 1994500, 1024000 1994500, 1024000 1994000, 1023500 1994000))",0.0,0.0,0.0,0.0,42900000.0,99.3,13363.75,1.33,27.4,0.0,705.5,150.03,7.34,19.71,139.27,3.0,1.0,3.0,3.569,4.448,4.2,2.18,9.577,2.382,신북읍,2.1,3.15,1271.0,3990.0
3016,라사23b94b,13.0,"POLYGON ((1023500 1994500, 1023500 1995000, 1024000 1995000, 1024000 1994500, 1023500 1994500))",13.0,11.0,0.0,24.0,95966666.67,132.55,32067.66,1.19,31.03,1.0,543.92,150.77,6.37,29.46,140.35,16.0,6.0,2.6666666666666665,3.678,4.557,4.309,2.289,9.687,2.417,신북읍,2.2,2.6,1043.0,3493.0
3017,라사23b95a,11.0,"POLYGON ((1023500 1995000, 1023500 1995500, 1024000 1995500, 1024000 1995000, 1023500 1995000))",11.0,18.0,0.0,29.0,98370000.0,126.63,32280.52,1.19,28.23,1.0,716.86,156.99,6.53,28.03,146.49,16.0,6.0,2.6666666666666665,3.868,4.747,4.499,2.479,9.876,2.606,신북읍,1.82,3.59,438.0,1448.0
3018,라사23b95b,0.0,"POLYGON ((1023500 1995500, 1023500 1996000, 1024000 1996000, 1024000 1995500, 1023500 1995500))",0.0,8.0,0.0,12.0,63337500.0,103.75,19284.76,1.14,33.92,0.0,611.5,135.07,4.95,30.76,126.14,7.0,2.0,3.5,5.519,5.944,5.083,3.133,11.074,3.134,신북읍,1.94,4.5,1116.0,4166.0
